"num_collisions","year","weekday","max_temp","max_wind","fog","snow"
454,2014,"6",79,11.1,0,0
437,2014,"7",80.1,8,0,0
549,2014,"1",88,8,0,0
608,2014,"2",89.1,5.1,0,0
538,2014,"3",90,7,0,0
618,2014,"4",90,8.9,0,0
631,2014,"5",82,7,0,0
510,2014,"6",80.1,7,0,0
495,2014,"7",90,8,1,0
392,2014,"1",90,5.1,0,0
700,2014,"2",91.9,8.9,0,0
580,2014,"3",91.9,12,0,0
727,2014,"4",87.1,5.1,0,0
647,2014,"5",87.1,6,0,0
553,2014,"6",91,8,0,0
477,2014,"7",91,8.9,0,0
598,2014,"1",81,12,0,0
592,2014,"2",75,11.1,0,0
618,2014,"3",78.1,9.9,0,0
619,2014,"4",82.9,8,0,0
730,2014,"5",82.9,7,0,0
558,2014,"6",78.1,8.9,0,0
528,2014,"7",71.1,8,0,0
610,2014,"1",71.1,7,0,0
613,2014,"2",71.1,8,0,0
658,2014,"3",73,6,0,0
650,2014,"4",75.9,5.1,0,0
648,2014,"5",75.9,12,0,0
594,2014,"6",75,8,0,0
515,2014,"7",75,6,0,0
662,2014,"1",75,8.9,0,0
592,2014,"2",71.1,7,0,0
566,2014,"3",71.1,8,0,0
491,2014,"4",66,11.1,0,0
643,2014,"5",77,8.9,0,0
600,2014,"6",82.9,7,0,0
512,2014,"7",84,5.1,0,0
566,2014,"1",84,6,0,0
589,2014,"2",79,8.9,0,0
559,2014,"3",64.9,8,0,0
558,2014,"4",70,8.9,0,0
719,2014,"5",71.1,7,0,0
531,2014,"6",69.1,12,1,0
505,2014,"7",69.1,12,0,0
639,2014,"1",69.1,8,0,0
620,2014,"2",71.1,9.9,0,0
639,2014,"3",72,8.9,0,0
499,2014,"4",73,9.9,0,0
541,2014,"5",68,7,0,0
546,2014,"6",64,8,0,0
473,2014,"7",63,5.1,0,0
451,2014,"1",64.9,5.1,0,0
697,2014,"2",75.9,8,0,0
575,2014,"3",77,8,0,0
602,2014,"4",77,8.9,1,0
648,2014,"5",71.1,7,0,0
494,2014,"6",71.1,9.9,0,0
483,2014,"7",61,11.1,0,0
591,2014,"1",60.1,7,0,0
607,2014,"2",66.9,7,0,0
708,2014,"3",60.8,13,0,0
639,2014,"4",57.9,13,0,0
669,2014,"5",63,6,0,0
515,2014,"6",66.9,9.9,0,0
515,2014,"7",66.9,11.1,0,0
642,2014,"1",63,8.9,0,0
571,2014,"2",72,6,0,0
556,2014,"3",72,8,0,0
626,2014,"4",72,8,0,0
668,2014,"5",59,8,0,0
656,2014,"6",55,12,0,0
532,2014,"7",48,14,0,0
625,2014,"1",61,11.1,0,0
538,2014,"2",68,7,0,0
554,2014,"3",68,6,0,0
652,2014,"4",64,7,0,0
641,2014,"5",57,9.9,0,0
543,2014,"6",53.1,8.9,0,0
419,2014,"7",57,8,0,0
560,2014,"1",61,6,0,0
493,2014,"2",64,8,0,0
547,2014,"3",64.9,6,1,0
696,2014,"4",64.9,6,0,0
654,2014,"5",48,9.9,0,0
529,2014,"6",42.1,6,0,0
429,2014,"7",44.1,7,0,0
666,2014,"1",52,8.9,1,0
712,2014,"2",52,15.9,0,0
633,2014,"3",45,9.9,0,0
635,2014,"4",45,11.1,0,0
677,2014,"5",45,11.1,0,0
512,2014,"6",44.1,8,0,0
425,2014,"7",57,9.9,0,0
722,2014,"1",69.1,8.9,0,0
599,2014,"2",66.9,8.9,0,0
742,2014,"3",52,15.9,0,0
378,2014,"4",51.1,8.9,0,0
444,2014,"5",37,8.9,0,0
394,2014,"6",37,7,0,0
377,2014,"7",54,7,0,0
644,2014,"1",64.9,8.9,0,0
611,2014,"2",44.1,13,0,0
569,2014,"3",46.4,12,0,0
606,2014,"4",46,9.9,0,0
673,2014,"5",45,11.1,0,0
628,2014,"6",50,7,0,0
493,2014,"7",50,15.9,0,0
579,2014,"1",42.1,13,0,0
645,2014,"2",42.1,19,0,0
649,2014,"3",42.1,11.1,0,0
669,2014,"4",39.9,12,0,0
687,2014,"5",37.9,11.1,0,1.2
594,2014,"6",44.1,12,0,0
439,2014,"7",46,12,0,0
720,2014,"1",48,7,0,0
645,2014,"2",48.9,7,0,0
555,2014,"3",54,9.9,0,0
621,2014,"4",54,11.1,0,0
652,2014,"5",42.1,9.9,0,0
505,2014,"6",37.9,8,0,0
409,2014,"7",36,7,0,0
566,2014,"1",43,8.9,0,0
732,2014,"2",46.4,13,0,0
519,2014,"3",53.1,8.9,0,0
303,2014,"4",62.6,13,0,0
446,2014,"5",50,9.9,0,0
406,2014,"6",55,7,0,0
349,2014,"7",55,9.9,0,0
411,2014,"1",54,9.9,0,0
469,2014,"2",44.1,7,0,0
461,2014,"3",34,8.9,0,0
395,2015,"4",39,9.9,0,0
442,2015,"5",42.1,9.9,0,0
456,2015,"6",42.1,8.9,0,0
381,2015,"7",55.9,8.9,0,0
498,2015,"1",55.9,15.9,0,0
777,2015,"2",27,9.9,0,0
538,2015,"3",23,15.9,0,0
573,2015,"4",23,18.1,0,1.2
751,2015,"5",33.1,14,0,0
481,2015,"6",33.1,15,0,0
341,2015,"7",37,9.9,0,1.2
580,2015,"1",37.9,8.9,0,1.2
613,2015,"2",39,14,0,0
506,2015,"3",36,11.1,0,0
548,2015,"4",34,8,0,0
563,2015,"5",43,13,0,0
495,2015,"6",43,15.9,0,0
961,2015,"7",42.8,6,1,0
496,2015,"1",42.1,11.1,0,0
500,2015,"2",42.1,8,0,0
495,2015,"3",39.9,7,0,0
508,2015,"4",39.9,8,0,0
598,2015,"5",39.9,8.9,0,0
428,2015,"6",39,11.1,1,0
406,2015,"7",42.1,9.9,0,3.1
484,2015,"1",35.1,17.1,1,2
188,2015,"2",30,17.1,1,2
458,2015,"3",34,12,0,7.9
519,2015,"4",34,6,0,7.9
622,2015,"5",37.9,15,0,5.9
526,2015,"6",37.9,17.1,0,7.1
361,2015,"7",36,8.9,0,7.1
680,2015,"1",36,15,1,5.9
740,2015,"2",34,12,0,7.1
585,2015,"3",42.1,8,0,7.9
569,2015,"4",43,11.1,0,7.9
652,2015,"5",27,12,0,7.9
449,2015,"6",37.9,8.9,0,7.9
394,2015,"7",39.9,13,0,7.9
547,2015,"1",37,15.9,0,7.9
571,2015,"2",39.9,11.1,0,7.9
610,2015,"3",39.9,15.9,0,7.9
526,2015,"4",39.9,8.9,0,7.9
757,2015,"5",39.9,15.9,0,7.9
436,2015,"6",32,8.9,0,7.9
454,2015,"7",32,15,0,7.9
402,2015,"1",25,17.1,0,9.1
620,2015,"2",27,8.9,0,9.1
626,2015,"3",33.1,7,0,11.8
515,2015,"4",33.1,14,0,9.1
621,2015,"5",27,14,0,9.1
517,2015,"6",28.9,8,0,9.1
519,2015,"7",43,7,1,9.1
574,2015,"1",43,15,0,13
580,2015,"2",21.9,13,0,11.8
628,2015,"3",37,9.9,0,11.8
539,2015,"4",37,9.9,0,11.8
703,2015,"5",32,8.9,0,11
538,2015,"6",30,8.9,0,11
693,2015,"7",30.9,7,1,11
650,2015,"1",39,13,0,9.8
631,2015,"2",39,14,0,15
574,2015,"3",45,8.9,0,14.2
830,2015,"4",43,9.9,1,13
939,2015,"5",39.9,9.9,0,13
578,2015,"6",37.9,11.1,0,18.9
464,2015,"7",48.9,11.1,0,18.1
661,2015,"1",54,7,0,16.1
584,2015,"2",54,7,0,13
565,2015,"3",59,9.9,0,11
586,2015,"4",59,15,0,5.9
609,2015,"5",46.9,8.9,0,3.9
507,2015,"6",51.1,9.9,0,2
459,2015,"7",51.1,15,0,1.2
529,2015,"1",52,14,0,0
528,2015,"2",57,17.1,0,0
547,2015,"3",39,17.1,0,0
582,2015,"4",43,8.9,0,0
570,2015,"5",43,12,1,0
507,2015,"6",45,13,0,0
432,2015,"7",46.9,12,0,5.1
586,2015,"1",43,9.9,0,0
601,2015,"2",45,9.9,0,0
538,2015,"3",48.9,9.9,0,0
525,2015,"4",61,8,0,0
532,2015,"5",62.1,12,0,0
459,2015,"6",46,11.1,0,0
505,2015,"7",46,9.9,0,0
556,2015,"1",54,14,0,0
628,2015,"2",54,9.9,0,0
648,2015,"3",51.1,8.9,0,0
653,2015,"4",66.9,13,0,0
491,2015,"5",64,11.1,0,0
507,2015,"6",64,15.9,0,0
422,2015,"7",61,11.1,0,0
510,2015,"1",62.1,7,0,0
452,2015,"2",63,12,0,0
457,2015,"3",44.1,14,0,0
452,2015,"4",45,13,0,0
486,2015,"5",55.9,8.9,0,0
576,2015,"6",57,11.1,0,0
443,2015,"7",66,8,0,0
554,2015,"1",68,9.9,0,0
542,2015,"2",68,7,0,0
595,2015,"3",71.1,15,0,0
560,2015,"4",72,8.9,0,0
679,2015,"5",71.1,11.1,0,0
605,2015,"6",80.1,8,0,0
471,2015,"7",80.1,9.9,0,0
630,2015,"1",64,12,1,0
645,2015,"2",64,12,1,0
568,2015,"3",69.1,17.1,0,0
612,2015,"4",54,14,0,0
676,2015,"5",52,11.1,0,0
592,2015,"6",62.1,8.9,0,0
477,2015,"7",64,8.9,0,0
558,2015,"1",64,12,0,0
613,2015,"2",71.1,13,0,0
679,2015,"3",78.1,7,0,0
640,2015,"4",78.1,9.9,0,0
642,2015,"5",66.9,8,0,0
540,2015,"6",73.9,9.9,0,0
555,2015,"7",80.1,8,0,0
641,2015,"1",84.9,8.9,0,0
638,2015,"2",84.9,9.9,0,0
568,2015,"3",84.9,11.1,0,0
684,2015,"4",80.1,6,0,0
709,2015,"5",82,8.9,0,0
560,2015,"6",82,6,0,0
549,2015,"7",82.9,6,0,0
645,2015,"1",84,7,0,0
684,2015,"2",84.9,8.9,0,0
655,2015,"3",86,9.9,0,0
654,2015,"4",73,8.9,0,0
723,2015,"5",75,8.9,0,0
650,2015,"6",75,6,0,0
543,2015,"7",82.9,8,0,0
566,2015,"1",82.9,9.9,0,0
606,2015,"2",80.1,6,0,0
666,2015,"3",73.9,9.9,0,0
615,2015,"4",66.9,5.1,0,0
727,2015,"5",73.9,12,0,0
546,2015,"6",73.9,9.9,0,0
432,2015,"7",81,7,0,0
420,2015,"1",84.9,8.9,0,0
686,2015,"2",88,7,0,0
697,2015,"3",88,8.9,0,0
682,2015,"4",84.9,6,0,0
813,2015,"5",84.9,8.9,0,0
622,2015,"6",84.9,8.9,0,0
555,2015,"7",87.1,8,1,0
691,2015,"1",69.1,14,0,0
642,2015,"2",57.9,15,0,0
658,2015,"3",70,7,0,0
552,2015,"4",70,8.9,0,0
692,2015,"5",70,7,0,0
598,2015,"6",75.9,8.9,0,0
559,2015,"7",75.9,7,0,0
634,2015,"1",79,8.9,0,0
652,2015,"2",82.9,8.9,0,0
667,2015,"3",82.9,8,0,0
666,2015,"4",89.1,8,0,0
451,2015,"5",89.1,8,0,0
395,2015,"6",88,9.9,0,0
578,2015,"7",88,7,0,0
506,2015,"1",88,11.1,0,0
593,2015,"2",82.9,9.9,0,0
706,2015,"3",82,8,0,0
615,2015,"4",71.1,7,0,0
732,2015,"5",87.1,7,0,0
505,2015,"6",81,12,0,0
620,2015,"7",88,8.9,0,0
774,2015,"1",87.1,12,0,0
703,2015,"2",90,8,0,0
778,2015,"3",90,8,0,0
670,2015,"4",84,7,0,0
774,2015,"5",82.9,11.1,0,0
595,2015,"6",81,12,0,0
535,2015,"7",73,13,0,0
662,2015,"1",75.9,8.9,0,0
622,2015,"2",82,8,0,0
683,2015,"3",82,8.9,1,0
603,2015,"4",82,6,0,0
549,2015,"5",81,6,0,0
389,2015,"6",82,7,0,0
467,2015,"7",82.9,5.1,0,0
598,2015,"1",82.9,7,0,0
646,2015,"2",88,8,1,0
620,2015,"3",88,11.1,0,0
567,2015,"4",88,8.9,0,0
709,2015,"5",84,8.9,0,0
597,2015,"6",88,5.1,0,0
521,2015,"7",89.1,5.1,0,0
668,2015,"1",89.1,7,0,0
657,2015,"2",88,6,1,0
611,2015,"3",82,8,1,0
686,2015,"4",81,12,0,0
659,2015,"5",81,7,0,0
561,2015,"6",84.9,8,1,0
545,2015,"7",93,6,0,0
727,2015,"1",93.9,8.9,0,0
606,2015,"2",93.9,6,0,0
618,2015,"3",89.1,11.1,0,0
623,2015,"4",86,7,0,0
490,2015,"5",87.1,7,0,0
451,2015,"6",88,5.1,0,0
551,2015,"7",90,7,0,0
626,2015,"1",90,6,0,0
643,2015,"2",95,5.1,0,0
629,2015,"3",96.1,7,0,0
717,2015,"4",86,8.9,1,0
753,2015,"5",89.1,6,0,0
668,2015,"6",89.1,9.9,0,0
550,2015,"7",89.1,5.1,0,0
705,2015,"1",89.1,8,0,0
666,2015,"2",90,15,1,0
619,2015,"3",89.1,7,0,0
630,2015,"4",87.1,5.1,0,0
726,2015,"5",84,8,0,0
545,2015,"6",84,8,0,0
489,2015,"7",84.9,7,0,0
611,2015,"1",84.9,8,0,0
601,2015,"2",84,7,0,0
643,2015,"3",84.9,8,0,0
714,2015,"4",84.9,6,0,0
729,2015,"5",88,7,0,0
582,2015,"6",91.9,6,0,0
552,2015,"7",93,5.1,0,0
592,2015,"1",95,7,0,0
623,2015,"2",95,7,0,0
594,2015,"3",90,8,0,0
600,2015,"4",87.1,8,0,0
753,2015,"5",87.1,8,0,0
581,2015,"6",87.1,7,0,0
492,2015,"7",86,8,0,0
575,2015,"1",87.1,6,0,0
595,2015,"2",89.1,7,0,0
606,2015,"3",90,8,0,0
614,2015,"4",84.9,6,0,0
609,2015,"5",82,6,0,0
539,2015,"6",87.1,5.1,0,0
563,2015,"7",90,6,0,0
614,2015,"1",91,8,0,0
626,2015,"2",91,7,0,0
654,2015,"3",91,7,0,0
665,2015,"4",93,6,0,0
643,2015,"5",93,12,0,0
541,2015,"6",84.9,8.9,0,0
504,2015,"7",87.1,4.1,0,0
485,2015,"1",91.9,7,0,0
795,2015,"2",97,8,0,0
740,2015,"3",97,8.9,0,0
716,2015,"4",90,8.9,1,0
765,2015,"5",81,8.9,0,0
554,2015,"6",81,8,0,0
478,2015,"7",80.1,9.9,0,0
579,2015,"1",80.1,11.1,0,0
579,2015,"2",82.9,5.1,0,0
748,2015,"3",88,4.1,0,0
744,2015,"4",89.1,5.1,0,0
760,2015,"5",89.1,7,0,0
655,2015,"6",87.1,5.1,0,0
556,2015,"7",82.9,8.9,0,0
624,2015,"1",79,11.1,0,0
571,2015,"2",73,9.9,0,0
501,2015,"3",80.1,5.1,0,0
619,2015,"4",82,8,0,0
585,2015,"5",82,8.9,0,0
557,2015,"6",75.9,8.9,0,0
493,2015,"7",72,7,0,0
586,2015,"1",78.8,6,0,0
557,2015,"2",82.9,8.9,0,0
634,2015,"3",82.9,9.9,0,0
683,2015,"4",79,11.1,0,0
798,2015,"5",57,15,0,0
556,2015,"6",57,17.1,0,0
536,2015,"7",63,14,0,0
597,2015,"1",66.9,9.9,0,0
631,2015,"2",73,5.1,0,0
668,2015,"3",73,6,0,0
666,2015,"4",73,7,0,0
764,2015,"5",78.1,8.9,1,0
649,2015,"6",78.1,7,0,0
559,2015,"7",69.1,5.1,0,0
505,2015,"1",77,5.1,0,0
724,2015,"2",77,6,0,0
658,2015,"3",72,6,0,0
683,2015,"4",69.1,7,0,0
676,2015,"5",64,8.9,0,0
565,2015,"6",64,8,0,0
551,2015,"7",55.9,9.9,0,0
667,2015,"1",53.1,6,0,0
714,2015,"2",70,8.9,0,0
720,2015,"3",75.9,8.9,0,0
666,2015,"4",75.9,8,0,0
742,2015,"5",75,9.9,0,0
519,2015,"6",64.9,8.9,0,0
522,2015,"7",68,7,0,0
698,2015,"1",57.9,8.9,0,0
631,2015,"2",59,6,0,0
689,2015,"3",66.9,9.9,1,0
767,2015,"4",73,11.1,0,0
688,2015,"5",73,8,0,0
357,2015,"6",61,6,0,0
312,2015,"7",64.9,7,0,0
613,2015,"1",64.9,5.1,0,0
655,2015,"2",72,5.1,0,0
672,2015,"3",72,5.1,0,0
690,2015,"4",71.1,5.1,0,0
616,2015,"5",73,8,0,0
500,2015,"6",73.9,7,0,0
472,2015,"7",55.9,13,0,0
615,2015,"1",59,5.1,0,0
757,2015,"2",59,17.1,0,0
530,2015,"3",57.9,13,0,0
637,2015,"4",61,8,0,0
677,2015,"5",61,18.1,0,0
613,2015,"6",57.9,12,0,0
500,2015,"7",57.9,8,0,0
618,2015,"1",66.9,7,0,0
684,2015,"2",66.9,12,0,0
628,2015,"3",57.9,8.9,0,0
797,2015,"4",63,9.9,0,0
819,2015,"5",64,9.9,0,0
597,2015,"6",64,8.9,0,0
431,2015,"7",55,9.9,0,0
704,2015,"1",55,8.9,0,0
733,2015,"2",46,7,0,0
717,2015,"3",50,5.1,0,0
383,2015,"4",60.1,5.1,0,0
480,2015,"5",64,8,0,0
694,2015,"5",61,8,0,0
578,2015,"6",66,8.9,0,0
549,2015,"7",66.9,6,0,0
637,2015,"1",66.9,8,0,0
755,2015,"2",68,15,0,0
673,2015,"3",68,8.9,0,0
745,2015,"4",59,6,0,0
767,2015,"5",59,8.9,0,0
624,2015,"6",57,13,0,0
500,2015,"7",43,11.1,0,0
612,2015,"1",54,12,0,0
699,2015,"2",62.6,8,0,0
805,2015,"3",62.1,8,0,0
603,2015,"4",71.1,9.9,0,0
321,2015,"5",72,4.1,0,0
395,2015,"6",61,13,0,0
518,2015,"7",61,11.1,0,0
490,2015,"1",61,9.9,0,0
533,2015,"2",46,12,0,0
501,2015,"3",46,7,0,0
527,2015,"4",48,6,0,0
393,2016,"5",48,12,0,0
422,2016,"6",42.1,12,0,0
432,2016,"7",45,9.9,0,0
601,2016,"1",39,11.1,0,0
640,2016,"2",36,12,0,0
625,2016,"3",41,7,0,0
542,2016,"4",46,8,0,0
602,2016,"5",44.6,8.9,0,0
554,2016,"6",46.4,11.1,0,0
462,2016,"7",59,15.9,0,0
680,2016,"1",59,13,0,0
637,2016,"2",44.1,9.9,0,0
605,2016,"3",44.1,18.1,0,0
597,2016,"4",37,8.9,0,0
722,2016,"5",51.1,8,0,0
563,2016,"6",52,11.1,0,0
451,2016,"7",52,9.9,1,0
481,2016,"1",42.1,15.9,0,0
662,2016,"2",30.9,17.1,0,0
623,2016,"3",37,11.1,0,0
666,2016,"4",37,8.9,0,0
702,2016,"5",36,12,0,0
402,2016,"6",30,20,1,0
517,2016,"7",35.1,17.1,1,5.9
658,2016,"1",39,6,0,22
734,2016,"2",48,8.9,0,18.9
670,2016,"3",48,9.9,0,16.9
681,2016,"4",46.9,12,0,9.1
645,2016,"5",42.1,12,0,5.9
596,2016,"6",41,11.1,0,5.9
532,2016,"7",55.9,11.1,0,5.9
716,2016,"1",59,7,0,3.9
711,2016,"2",59,7,0,2
579,2016,"3",57,9.9,0,0
609,2016,"4",59,13,0,0
607,2016,"5",48.9,13,1,0
553,2016,"6",44.1,9.9,0,1.2
423,2016,"7",46.9,8.9,0,0
501,2016,"1",46.9,14,0,0
571,2016,"2",39,8.9,0,0
537,2016,"3",39,8.9,0,0
622,2016,"4",39,13,0,0
628,2016,"5",30.9,12,0,0
480,2016,"6",27,18.1,0,0
309,2016,"7",21.9,14,0,0
291,2016,"1",30.2,8.9,1,0
615,2016,"2",53.6,15,1,0
525,2016,"3",54,9.9,0,0
592,2016,"4",37,9.9,0,0
532,2016,"5",37,9.9,0,0
555,2016,"6",61,9.9,0,0
481,2016,"7",61,8.9,0,0
615,2016,"1",55,8.9,0,0
623,2016,"2",52,19,0,0
660,2016,"3",55.9,17.1,0,0
663,2016,"4",61,12,0,0
476,2016,"5",39.9,13,0,0
388,2016,"6",41,11.1,0,0
509,2016,"7",60.1,8.9,0,0
616,2016,"1",61,12,0,0
662,2016,"2",61,9.9,0,0
653,2016,"3",55,14,0,0
625,2016,"4",36,11.1,0,0
685,2016,"5",39,11.1,0,0
601,2016,"6",41,8.9,0,0
500,2016,"7",44.1,7,0,0
571,2016,"1",60.1,13,0,0
632,2016,"2",66.9,9.9,0,0
660,2016,"3",77,5.1,0,0
629,2016,"4",78.1,8,0,0
672,2016,"5",79,8.9,0,0
625,2016,"6",68,8,0,0
435,2016,"7",62.1,8,0,0
640,2016,"1",62.1,20,0,0
608,2016,"2",57,17.1,0,0
629,2016,"3",64.9,7,0,0
612,2016,"4",64.9,8.9,0,0
644,2016,"5",63,17.1,0,0
540,2016,"6",57,8,0,0
479,2016,"7",46,14,0,0
617,2016,"1",50,14,0,0
628,2016,"2",55,15.9,0,0
621,2016,"3",71.1,9.9,0,0
635,2016,"4",71.1,14,0,0
546,2016,"5",72,7,0,0
530,2016,"6",72,11.1,0,0
459,2016,"7",55,8,0,0
658,2016,"1",62.1,12,0,0
683,2016,"2",62.1,22,0,0
650,2016,"3",55.9,13,0,0
652,2016,"4",72,11.1,0,0
702,2016,"5",79,9.9,0,0
597,2016,"6",69.1,8,0,0
585,2016,"7",51.1,21,0,0
683,2016,"1",50,11.1,0,0
672,2016,"2",42.1,13,0,0
628,2016,"3",48,14,0,0
630,2016,"4",57.9,11.1,0,0
696,2016,"5",57.9,11.1,0,0
557,2016,"6",50,8.9,0,0
499,2016,"7",50,8,0,0
624,2016,"1",64.9,9.9,0,0
638,2016,"2",64.9,8.9,0,0
700,2016,"3",59,12,0,0
674,2016,"4",62.1,9.9,0,0
733,2016,"5",64.9,9.9,0,0
679,2016,"6",68,9.9,0,0
568,2016,"7",75,8,0,0
687,2016,"1",82,8.9,0,0
732,2016,"2",82,12,0,0
697,2016,"3",73,11.1,0,0
694,2016,"4",73,13,0,0
741,2016,"5",79,7,0,0
649,2016,"6",79,12,0,0
448,2016,"7",71.1,9.9,0,0
488,2016,"1",69.1,7,0,0
479,2016,"2",69.1,8.9,0,0
510,2016,"3",62.1,8.9,0,0
489,2016,"4",62.1,9.9,0,0
517,2016,"5",59,8.9,0,0
581,2016,"6",64.9,8,0,0
484,2016,"7",64.9,9.9,0,0
589,2016,"1",59,8,0,0
711,2016,"2",60.1,8.9,0,0
653,2016,"3",55.9,12,0,0
626,2016,"4",57,11.1,0,0
728,2016,"5",57,15,1,0
571,2016,"6",60.1,8,0,0
591,2016,"7",66,14,0,0
646,2016,"1",72,8.9,0,0
608,2016,"2",72,11.1,0,0
699,2016,"3",75.9,7,0,0
744,2016,"4",80.1,8,0,0
766,2016,"5",64.9,8.70339943342776,0,0
624,2016,"2",64.4,5.1,0,0
694,2016,"4",73,7,0,0
782,2016,"5",75.9,8,0,0
568,2016,"6",75.9,8,0,0
571,2016,"7",70,8.9,0,0
652,2016,"1",78.1,6,0,0
695,2016,"2",78.1,6,0,0
733,2016,"3",88,6,0,0
742,2016,"4",90,6,0,0
767,2016,"5",90,8,0,0
627,2016,"6",90,7,0,0
566,2016,"7",91.9,8,0,0
471,2016,"1",87.1,6,1,0
760,2016,"2",84.9,6,0,0
772,2016,"3",84.9,8.9,0,0
683,2016,"4",82.9,7,0,0
710,2016,"5",78.1,7,0,0
635,2016,"6",82.9,7,0,0
466,2016,"7",70,13,1,0
758,2016,"1",82.9,8.9,0,0
709,2016,"2",84.9,8.9,0,0
763,2016,"3",84.9,11.1,0,0
686,2016,"4",71.1,14,0,0
818,2016,"5",77,9.9,0,0
584,2016,"6",88,8.9,0,0
587,2016,"7",88,9.9,0,0
646,2016,"1",82.9,9.9,0,0
717,2016,"2",79,7,0,0
739,2016,"3",84.9,5.1,0,0
689,2016,"4",84.9,5.1,0,0
748,2016,"5",75.9,11.1,0,0
700,2016,"6",87.1,5.1,0,0
559,2016,"7",88,7,0,0
745,2016,"1",88,8,0,0
681,2016,"2",87.1,8.9,0,0
751,2016,"3",87.1,11.1,0,0
643,2016,"4",86,5.1,0,0
811,2016,"5",84,12,0,0
688,2016,"6",86,7,0,0
582,2016,"7",86,6,0,0
718,2016,"1",87.1,9.9,0,0
675,2016,"2",82.9,6,0,0
687,2016,"3",82.9,7,0,0
761,2016,"4",84.9,5.1,0,0
752,2016,"5",84.9,8,1,0
570,2016,"6",79,9.9,0,0
448,2016,"7",77,6,0,0
488,2016,"1",82.9,8.9,0,0
663,2016,"2",86,6,1,0
680,2016,"3",91,6,0,0
603,2016,"4",91,6,0,0
612,2016,"5",84.9,8.9,0,0
498,2016,"6",86,8,0,0
508,2016,"7",80.1,8.9,0,0
618,2016,"1",81,7,0,0
662,2016,"2",82,8,0,0
607,2016,"3",84.9,7,0,0
741,2016,"4",88,6,1,0
798,2016,"5",88,8,0,0
623,2016,"6",90,6,0,0
574,2016,"7",90,8,0,0
725,2016,"1",91.9,9.9,0,0
699,2016,"2",93,8.9,0,0
698,2016,"3",84.9,7,0,0
731,2016,"4",90,8,0,0
769,2016,"5",93.9,8.9,0,0
650,2016,"6",96.1,8,0,0
566,2016,"7",96.1,6,0,0
698,2016,"1",93.9,14,1,0
688,2016,"2",93,8,0,0
690,2016,"3",91,5.1,0,0
709,2016,"4",95,6,0,0
774,2016,"5",95,9.9,1,0
599,2016,"6",84.9,7,0,0
529,2016,"7",84,8.9,0,0
569,2016,"1",80.1,11.1,0,0
602,2016,"2",80.1,14,0,0
687,2016,"3",80.1,8,0,0
715,2016,"4",81,7,0,0
700,2016,"5",82.9,7,0,0
578,2016,"6",87.1,11.1,0,0
540,2016,"7",87.1,7,0,0
632,2016,"1",86,6,0,0
650,2016,"2",87.1,6,0,0
618,2016,"3",87.1,5.1,0,0
672,2016,"4",91,8.9,0,0
729,2016,"5",93,8,0,0
614,2016,"6",96.1,8,0,0
521,2016,"7",96.1,8,0,0
643,2016,"1",93.9,7,0,0
644,2016,"2",91.9,8,0,0
658,2016,"3",87.1,9.9,0,0
635,2016,"4",84.9,5.1,0,0
707,2016,"5",88,6,0,0
579,2016,"6",82.9,9.9,1,0
512,2016,"7",86,8,1,0
669,2016,"1",86,8,0,0
637,2016,"2",82,5.1,0,0
635,2016,"3",87.8,5.1,0,0
624,2016,"6",88,6,0,0
559,2016,"7",89.1,6,0,0
673,2016,"1",91,7,0,0
622,2016,"2",91,8.9,0,0
661,2016,"3",89.1,7,0,0
675,2016,"4",89.1,8,1,0
697,2016,"5",81,8.9,0,0
498,2016,"6",81,8.9,0,0
466,2016,"7",80.1,11.1,0,0
419,2016,"1",84,9.9,0,0
626,2016,"2",84,14,0,0
648,2016,"3",84.9,11.1,0,0
717,2016,"4",89.1,6,0,0
715,2016,"5",91,6,0,0
598,2016,"6",91,7,0,0
538,2016,"7",90,9.9,0,0
648,2016,"1",82.9,7,0,0
779,2016,"2",82.9,6,0,0
779,2016,"3",91,8.9,1,0
757,2016,"4",73,9.9,0,0
780,2016,"5",73.9,6,0,0
646,2016,"6",77,7,0,0
535,2016,"7",82,8,0,0
680,2016,"1",82,7,0,0
619,2016,"2",82,6,0,0
621,2016,"3",84,7,0,0
660,2016,"4",86,6,0,0
812,2016,"5",87.1,5.1,0,0
612,2016,"6",87.1,8.9,0,0
572,2016,"7",71.1,8.9,0,0
623,2016,"1",73.9,7,0,0
659,2016,"2",73.9,7,0,0
637,2016,"3",73.9,14,0,0
624,2016,"4",69.1,15,0,0
872,2016,"5",64,15.9,0,0
581,2016,"6",62.1,9.9,0,0
486,2016,"7",63,8.9,0,0
490,2016,"1",72,5.1,0,0
523,2016,"2",72,11.1,0,0
695,2016,"3",69.1,8,0,0
764,2016,"4",73,6,0,0
754,2016,"5",75,6,0,0
633,2016,"6",75,5.1,0,0
480,2016,"7",68,12,0,0
539,2016,"1",64.9,8,0,0
739,2016,"2",64,7,0,0
498,2016,"3",66,5.1,0,0
757,2016,"4",66.9,8,0,0
767,2016,"5",66.9,7,0,0
641,2016,"6",64.9,5.1,0,0
503,2016,"7",69.1,6,0,0
585,2016,"1",81,8.9,0,0
590,2016,"2",81,6,0,0
676,2016,"3",84.9,7,0,0
662,2016,"4",84.9,9.9,0,0
851,2016,"5",70,7,1,0
629,2016,"6",66,15,0,0
534,2016,"7",61,13,0,0
573,2016,"1",62.1,11.1,0,0
566,2016,"2",62.1,8.9,0,0
