"num_collisions_adj","max_temp","max_wind","day_group","winter_flag"
287.966,90,8.9,"Mon-Thu",0
278.586,91,7,"Mon-Thu",0
266.861,86,11.1,"Mon-Thu",0
273.896,88,7,"Mon-Thu",0
301.098,86,8,"Fri",0
257.95,86,8.9,"Sat",0
205.891,82,8,"Sun",0
265.923,82.9,5.1,"Mon-Thu",0
275.303,86,7,"Mon-Thu",0
258.419,86,6,"Mon-Thu",0
275.303,81,7,"Mon-Thu",0
293.125,81,8,"Fri",0
225.12,75.9,6,"Sat",0
211.519,78.1,8,"Sun",0
261.233,84.9,4.1,"Mon-Thu",0
275.303,86,6,"Mon-Thu",0
277.179,88,7,"Mon-Thu",0
252.791,79,8,"Mon-Thu",0
306.257,82,8,"Fri",0
250.446,82,6,"Sat",0
223.244,84.9,7,"Sun",0
279.055,84.9,9.9,"Mon-Thu",0
246.694,82,12,"Mon-Thu",0
283.745,80.1,6,"Mon-Thu",0
293.594,82,5.1,"Mon-Thu",0
312.823,84,7,"Fri",0
253.26,84,12,"Sat",0
223.244,75.9,7,"Sun",0
276.241,84,7,"Mon-Thu",0
284.214,89.1,5.1,"Mon-Thu",0
263.578,82.9,11.1,"Mon-Thu",0
274.365,82.9,8.9,"Mon-Thu",0
281.869,82.9,6,"Fri",0
252.322,87.1,6,"Sat",0
240.128,88,6,"Sun",0
283.276,88,7,"Mon-Thu",0
230.279,78.1,8.9,"Mon-Thu",0
268.268,82,9.9,"Mon-Thu",0
293.125,82,8,"Mon-Thu",0
244.818,73.9,9.9,"Fri",0
230.279,78.1,8.9,"Sat",0
223.244,82,7,"Sun",0
279.055,82,8.9,"Mon-Thu",0
242.004,82.9,6,"Mon-Thu",0
258.419,84,6,"Mon-Thu",0
265.923,84,8,"Mon-Thu",0
266.392,82.9,8.9,"Fri",0
212.926,79,11.1,"Sat",0
204.953,80.1,8,"Sun",0
257.481,88,8,"Mon-Thu",0
285.152,89.1,5.1,"Mon-Thu",0
252.322,90,7,"Mon-Thu",0
289.842,90,8.9,"Mon-Thu",0
295.939,82,7,"Fri",0
239.19,80.1,7,"Sat",0
232.155,90,8,"Sun",0
183.848,90,5.1,"Mon-Thu",0
328.3,91.9,8.9,"Mon-Thu",0
272.02,91.9,12,"Mon-Thu",0
340.963,87.1,5.1,"Mon-Thu",0
303.443,87.1,6,"Fri",0
259.357,91,8,"Sat",0
223.713,91,8.9,"Sun",0
280.462,81,12,"Mon-Thu",0
277.648,75,11.1,"Mon-Thu",0
289.842,78.1,9.9,"Mon-Thu",0
290.311,82.9,8,"Mon-Thu",0
342.37,82.9,7,"Fri",0
261.702,78.1,8.9,"Sat",0
247.632,71.1,8,"Sun",0
286.09,71.1,7,"Mon-Thu",0
287.497,71.1,8,"Mon-Thu",0
308.602,73,6,"Mon-Thu",0
304.85,75.9,5.1,"Mon-Thu",0
303.912,75.9,12,"Fri",0
278.586,75,8,"Sat",0
241.535,75,6,"Sun",0
310.478,75,8.9,"Mon-Thu",0
277.648,71.1,7,"Mon-Thu",0
265.454,71.1,8,"Mon-Thu",0
230.279,66,11.1,"Mon-Thu",0
301.567,77,8.9,"Fri",0
281.4,82.9,7,"Sat",0
240.128,84,5.1,"Sun",0
265.454,84,6,"Mon-Thu",0
276.241,79,8.9,"Mon-Thu",0
262.171,64.9,8,"Mon-Thu",0
261.702,70,8.9,"Mon-Thu",0
337.211,71.1,7,"Fri",0
249.039,69.1,12,"Sat",0
236.845,69.1,12,"Sun",0
299.691,69.1,8,"Mon-Thu",0
290.78,71.1,9.9,"Mon-Thu",0
299.691,72,8.9,"Mon-Thu",0
234.031,73,9.9,"Mon-Thu",0
253.729,68,7,"Fri",0
256.074,64,8,"Sat",0
221.837,63,5.1,"Sun",0
211.519,64.9,5.1,"Mon-Thu",0
326.893,75.9,8,"Mon-Thu",0
269.675,77,8,"Mon-Thu",0
282.338,77,8.9,"Mon-Thu",0
303.912,71.1,7,"Fri",0
231.686,71.1,9.9,"Sat",0
226.527,61,11.1,"Sun",0
277.179,60.1,7,"Mon-Thu",0
284.683,66.9,7,"Mon-Thu",0
332.052,60.8,13,"Mon-Thu",0
299.691,57.9,13,"Mon-Thu",0
313.761,63,6,"Fri",0
241.535,66.9,9.9,"Sat",0
241.535,66.9,11.1,"Sun",0
301.098,63,8.9,"Mon-Thu",0
267.799,72,6,"Mon-Thu",0
260.764,72,8,"Mon-Thu",0
293.594,72,8,"Mon-Thu",0
313.292,59,8,"Fri",0
307.664,55,12,"Sat",0
249.508,48,14,"Sun",0
293.125,61,11.1,"Mon-Thu",0
252.322,68,7,"Mon-Thu",0
259.826,68,6,"Mon-Thu",0
305.788,64,7,"Mon-Thu",0
300.629,57,9.9,"Fri",0
254.667,53.1,8.9,"Sat",0
196.511,57,8,"Sun",0
262.64,61,6,"Mon-Thu",0
231.217,64,8,"Mon-Thu",0
256.543,64.9,6,"Mon-Thu",0
326.424,64.9,6,"Mon-Thu",0
306.726,48,9.9,"Fri",0
248.101,42.1,6,"Sat",0
201.201,44.1,7,"Sun",0
312.354,52,8.9,"Mon-Thu",0
333.928,52,15.9,"Mon-Thu",0
296.877,45,9.9,"Mon-Thu",0
297.815,45,11.1,"Mon-Thu",0
317.513,45,11.1,"Fri",0
240.128,44.1,8,"Sat",0
199.325,57,9.9,"Sun",0
338.618,69.1,8.9,"Mon-Thu",0
280.931,66.9,8.9,"Mon-Thu",0
347.998,52,15.9,"Mon-Thu",0
177.282,51.1,8.9,"Mon-Thu",0
208.236,37,8.9,"Fri",0
184.786,37,7,"Sat",0
176.813,54,7,"Sun",0
302.036,64.9,8.9,"Mon-Thu",0
286.559,44.1,13,"Mon-Thu",0
266.861,46.4,12,"Mon-Thu",0
284.214,46,9.9,"Mon-Thu",0
315.637,45,11.1,"Fri",0
294.532,50,7,"Sat",0
231.217,50,15.9,"Sun",0
271.551,42.1,13,"Mon-Thu",0
302.505,42.1,19,"Mon-Thu",0
304.381,42.1,11.1,"Mon-Thu",0
313.761,39.9,12,"Mon-Thu",0
322.203,37.9,11.1,"Fri",0
278.586,44.1,12,"Sat",0
205.891,46,12,"Sun",0
337.68,48,7,"Mon-Thu",0
302.505,48.9,7,"Mon-Thu",0
260.295,54,9.9,"Mon-Thu",0
291.249,54,11.1,"Mon-Thu",0
305.788,42.1,9.9,"Fri",0
236.845,37.9,8,"Sat",0
191.821,36,7,"Sun",0
265.454,43,8.9,"Mon-Thu",0
343.308,46.4,13,"Mon-Thu",0
243.411,53.1,8.9,"Mon-Thu",0
142.107,62.6,13,"Mon-Thu",0
209.174,50,9.9,"Fri",0
190.414,55,7,"Sat",0
163.681,55,9.9,"Sun",0
192.759,54,9.9,"Mon-Thu",0
219.961,44.1,7,"Mon-Thu",0
216.209,34,8.9,"Mon-Thu",0
185.255,39,9.9,"Mon-Thu",1
207.298,42.1,9.9,"Fri",1
213.864,42.1,8.9,"Sat",1
178.689,55.9,8.9,"Sun",1
233.562,55.9,15.9,"Mon-Thu",1
364.413,27,9.9,"Mon-Thu",1
252.322,23,15.9,"Mon-Thu",1
268.737,23,18.1,"Mon-Thu",1
352.219,33.1,14,"Fri",1
225.589,33.1,15,"Sat",1
159.929,37,9.9,"Sun",1
272.02,37.9,8.9,"Mon-Thu",1
287.497,39,14,"Mon-Thu",1
237.314,36,11.1,"Mon-Thu",1
257.012,34,8,"Mon-Thu",1
264.047,43,13,"Fri",1
232.155,43,15.9,"Sat",1
450.709,42.8,6,"Sun",1
232.624,42.1,11.1,"Mon-Thu",1
234.5,42.1,8,"Mon-Thu",1
232.155,39.9,7,"Mon-Thu",1
238.252,39.9,8,"Mon-Thu",1
280.462,39.9,8.9,"Fri",1
200.732,39,11.1,"Sat",1
190.414,42.1,9.9,"Sun",1
226.996,35.1,17.1,"Mon-Thu",1
88.172,30,17.1,"Mon-Thu",1
214.802,34,12,"Mon-Thu",1
243.411,34,6,"Mon-Thu",1
291.718,37.9,15,"Fri",1
246.694,37.9,17.1,"Sat",1
169.309,36,8.9,"Sun",1
318.92,36,15,"Mon-Thu",1
347.06,34,12,"Mon-Thu",1
274.365,42.1,8,"Mon-Thu",1
266.861,43,11.1,"Mon-Thu",1
305.788,27,12,"Fri",1
210.581,37.9,8.9,"Sat",1
184.786,39.9,13,"Sun",1
256.543,37,15.9,"Mon-Thu",1
267.799,39.9,11.1,"Mon-Thu",1
286.09,39.9,15.9,"Mon-Thu",1
246.694,39.9,8.9,"Mon-Thu",1
355.033,39.9,15.9,"Fri",1
204.484,32,8.9,"Sat",1
212.926,32,15,"Sun",1
188.538,25,17.1,"Mon-Thu",1
290.78,27,8.9,"Mon-Thu",1
293.594,33.1,7,"Mon-Thu",1
241.535,33.1,14,"Mon-Thu",1
291.249,27,14,"Fri",1
242.473,28.9,8,"Sat",1
243.411,43,7,"Sun",1
269.206,43,15,"Mon-Thu",1
272.02,21.9,13,"Mon-Thu",1
294.532,37,9.9,"Mon-Thu",1
252.791,37,9.9,"Mon-Thu",1
329.707,32,8.9,"Fri",1
252.322,30,8.9,"Sat",1
325.017,30.9,7,"Sun",1
304.85,39,13,"Mon-Thu",1
295.939,39,14,"Mon-Thu",1
269.206,45,8.9,"Mon-Thu",1
389.27,43,9.9,"Mon-Thu",1
440.391,39.9,9.9,"Fri",1
271.082,37.9,11.1,"Sat",1
217.616,48.9,11.1,"Sun",1
310.009,54,7,"Mon-Thu",1
273.896,54,7,"Mon-Thu",1
264.985,59,9.9,"Mon-Thu",1
274.834,59,15,"Mon-Thu",1
285.621,46.9,8.9,"Fri",1
237.783,51.1,9.9,"Sat",1
215.271,51.1,15,"Sun",1
248.101,52,14,"Mon-Thu",1
247.632,57,17.1,"Mon-Thu",1
256.543,39,17.1,"Mon-Thu",1
272.958,43,8.9,"Mon-Thu",1
267.33,43,12,"Fri",1
237.783,45,13,"Sat",1
202.608,46.9,12,"Sun",1
274.834,43,9.9,"Mon-Thu",1
281.869,45,9.9,"Mon-Thu",1
252.322,48.9,9.9,"Mon-Thu",1
246.225,61,8,"Mon-Thu",1
249.508,62.1,12,"Fri",1
215.271,46,11.1,"Sat",1
236.845,46,9.9,"Sun",1
260.764,54,14,"Mon-Thu",1
294.532,54,9.9,"Mon-Thu",1
303.912,51.1,8.9,"Mon-Thu",0
306.257,66.9,13,"Mon-Thu",0
230.279,64,11.1,"Fri",0
237.783,64,15.9,"Sat",0
197.918,61,11.1,"Sun",0
239.19,62.1,7,"Mon-Thu",0
211.988,63,12,"Mon-Thu",0
214.333,44.1,14,"Mon-Thu",0
211.988,45,13,"Mon-Thu",0
227.934,55.9,8.9,"Fri",0
270.144,57,11.1,"Sat",0
207.767,66,8,"Sun",0
259.826,68,9.9,"Mon-Thu",0
254.198,68,7,"Mon-Thu",0
279.055,71.1,15,"Mon-Thu",0
262.64,72,8.9,"Mon-Thu",0
318.451,71.1,11.1,"Fri",0
283.745,80.1,8,"Sat",0
220.899,80.1,9.9,"Sun",0
295.47,64,12,"Mon-Thu",0
302.505,64,12,"Mon-Thu",0
266.392,69.1,17.1,"Mon-Thu",0
287.028,54,14,"Mon-Thu",0
317.044,52,11.1,"Fri",0
277.648,62.1,8.9,"Sat",0
223.713,64,8.9,"Sun",0
261.702,64,12,"Mon-Thu",0
287.497,71.1,13,"Mon-Thu",0
318.451,78.1,7,"Mon-Thu",0
300.16,78.1,9.9,"Mon-Thu",0
301.098,66.9,8,"Fri",0
253.26,73.9,9.9,"Sat",0
260.295,80.1,8,"Sun",0
300.629,84.9,8.9,"Mon-Thu",0
299.222,84.9,9.9,"Mon-Thu",0
266.392,84.9,11.1,"Mon-Thu",0
320.796,80.1,6,"Mon-Thu",0
332.521,82,8.9,"Fri",0
262.64,82,6,"Sat",0
257.481,82.9,6,"Sun",0
302.505,84,7,"Mon-Thu",0
320.796,84.9,8.9,"Mon-Thu",0
307.195,86,9.9,"Mon-Thu",0
306.726,73,8.9,"Mon-Thu",0
339.087,75,8.9,"Fri",0
304.85,75,6,"Sat",0
254.667,82.9,8,"Sun",0
265.454,82.9,9.9,"Mon-Thu",0
284.214,80.1,6,"Mon-Thu",0
312.354,73.9,9.9,"Mon-Thu",0
288.435,66.9,5.1,"Mon-Thu",0
340.963,73.9,12,"Fri",0
256.074,73.9,9.9,"Sat",0
202.608,81,7,"Sun",0
196.98,84.9,8.9,"Mon-Thu",0
321.734,88,7,"Mon-Thu",0
326.893,88,8.9,"Mon-Thu",0
319.858,84.9,6,"Mon-Thu",0
381.297,84.9,8.9,"Fri",0
291.718,84.9,8.9,"Sat",0
260.295,87.1,8,"Sun",0
324.079,69.1,14,"Mon-Thu",0
301.098,57.9,15,"Mon-Thu",0
308.602,70,7,"Mon-Thu",0
258.888,70,8.9,"Mon-Thu",0
324.548,70,7,"Fri",0
280.462,75.9,8.9,"Sat",0
262.171,75.9,7,"Sun",0
297.346,79,8.9,"Mon-Thu",0
305.788,82.9,8.9,"Mon-Thu",0
312.823,82.9,8,"Mon-Thu",0
312.354,89.1,8,"Mon-Thu",0
211.519,89.1,8,"Fri",0
185.255,88,9.9,"Sat",0
271.082,88,7,"Sun",0
237.314,88,11.1,"Mon-Thu",0
278.117,82.9,9.9,"Mon-Thu",0
331.114,82,8,"Mon-Thu",0
288.435,71.1,7,"Mon-Thu",0
343.308,87.1,7,"Fri",0
236.845,81,12,"Sat",0
290.78,88,8.9,"Sun",0
363.006,87.1,12,"Mon-Thu",0
329.707,90,8,"Mon-Thu",0
364.882,90,8,"Mon-Thu",0
314.23,84,7,"Mon-Thu",0
363.006,82.9,11.1,"Fri",0
279.055,81,12,"Sat",0
250.915,73,13,"Sun",0
310.478,75.9,8.9,"Mon-Thu",0
291.718,82,8,"Mon-Thu",0
320.327,82,8.9,"Mon-Thu",0
282.807,82,6,"Mon-Thu",0
257.481,81,6,"Fri",0
182.441,82,7,"Sat",0
219.023,82.9,5.1,"Sun",0
280.462,82.9,7,"Mon-Thu",0
302.974,88,8,"Mon-Thu",0
290.78,88,11.1,"Mon-Thu",0
265.923,88,8.9,"Mon-Thu",0
332.521,84,8.9,"Fri",0
279.993,88,5.1,"Sat",0
244.349,89.1,5.1,"Sun",0
313.292,89.1,7,"Mon-Thu",0
308.133,88,6,"Mon-Thu",0
286.559,82,8,"Mon-Thu",0
321.734,81,12,"Mon-Thu",0
309.071,81,7,"Fri",0
263.109,84.9,8,"Sat",0
255.605,93,6,"Sun",0
340.963,93.9,8.9,"Mon-Thu",0
284.214,93.9,6,"Mon-Thu",0
289.842,89.1,11.1,"Mon-Thu",0
292.187,86,7,"Mon-Thu",0
229.81,87.1,7,"Fri",0
211.519,88,5.1,"Sat",0
258.419,90,7,"Sun",0
293.594,90,6,"Mon-Thu",0
301.567,95,5.1,"Mon-Thu",0
295.001,96.1,7,"Mon-Thu",0
336.273,86,8.9,"Mon-Thu",0
353.157,89.1,6,"Fri",0
313.292,89.1,9.9,"Sat",0
257.95,89.1,5.1,"Sun",0
330.645,89.1,8,"Mon-Thu",0
312.354,90,15,"Mon-Thu",0
290.311,89.1,7,"Mon-Thu",0
295.47,87.1,5.1,"Mon-Thu",0
340.494,84,8,"Fri",0
255.605,84,8,"Sat",0
229.341,84.9,7,"Sun",0
286.559,84.9,8,"Mon-Thu",0
281.869,84,7,"Mon-Thu",0
301.567,84.9,8,"Mon-Thu",0
334.866,84.9,6,"Mon-Thu",0
341.901,88,7,"Fri",0
272.958,91.9,6,"Sat",0
258.888,93,5.1,"Sun",0
277.648,95,7,"Mon-Thu",0
292.187,95,7,"Mon-Thu",0
278.586,90,8,"Mon-Thu",0
281.4,87.1,8,"Mon-Thu",0
353.157,87.1,8,"Fri",0
272.489,87.1,7,"Sat",0
230.748,86,8,"Sun",0
269.675,87.1,6,"Mon-Thu",0
279.055,89.1,7,"Mon-Thu",0
284.214,90,8,"Mon-Thu",0
287.966,84.9,6,"Mon-Thu",0
285.621,82,6,"Fri",0
252.791,87.1,5.1,"Sat",0
264.047,90,6,"Sun",0
287.966,91,8,"Mon-Thu",0
293.594,91,7,"Mon-Thu",0
306.726,91,7,"Mon-Thu",0
311.885,93,6,"Mon-Thu",0
301.567,93,12,"Fri",0
253.729,84.9,8.9,"Sat",0
236.376,87.1,4.1,"Sun",0
227.465,91.9,7,"Mon-Thu",0
372.855,97,8,"Mon-Thu",0
347.06,97,8.9,"Mon-Thu",0
335.804,90,8.9,"Mon-Thu",0
358.785,81,8.9,"Fri",0
259.826,81,8,"Sat",0
224.182,80.1,9.9,"Sun",0
271.551,80.1,11.1,"Mon-Thu",0
271.551,82.9,5.1,"Mon-Thu",0
350.812,88,4.1,"Mon-Thu",0
348.936,89.1,5.1,"Mon-Thu",0
356.44,89.1,7,"Fri",0
307.195,87.1,5.1,"Sat",0
260.764,82.9,8.9,"Sun",0
292.656,79,11.1,"Mon-Thu",0
267.799,73,9.9,"Mon-Thu",0
234.969,80.1,5.1,"Mon-Thu",0
290.311,82,8,"Mon-Thu",0
274.365,82,8.9,"Fri",0
261.233,75.9,8.9,"Sat",0
231.217,72,7,"Sun",0
274.834,78.8,6,"Mon-Thu",0
261.233,82.9,8.9,"Mon-Thu",0
297.346,82.9,9.9,"Mon-Thu",0
320.327,79,11.1,"Mon-Thu",0
374.262,57,15,"Fri",0
260.764,57,17.1,"Sat",0
251.384,63,14,"Sun",0
279.993,66.9,9.9,"Mon-Thu",0
295.939,73,5.1,"Mon-Thu",0
313.292,73,6,"Mon-Thu",0
312.354,73,7,"Mon-Thu",0
358.316,78.1,8.9,"Fri",0
304.381,78.1,7,"Sat",0
262.171,69.1,5.1,"Sun",0
236.845,77,5.1,"Mon-Thu",0
339.556,77,6,"Mon-Thu",0
308.602,72,6,"Mon-Thu",0
320.327,69.1,7,"Mon-Thu",0
317.044,64,8.9,"Fri",0
264.985,64,8,"Sat",0
258.419,55.9,9.9,"Sun",0
312.823,53.1,6,"Mon-Thu",0
334.866,70,8.9,"Mon-Thu",0
337.68,75.9,8.9,"Mon-Thu",0
312.354,75.9,8,"Mon-Thu",0
347.998,75,9.9,"Fri",0
243.411,64.9,8.9,"Sat",0
244.818,68,7,"Sun",0
327.362,57.9,8.9,"Mon-Thu",0
295.939,59,6,"Mon-Thu",0
323.141,66.9,9.9,"Mon-Thu",0
359.723,73,11.1,"Mon-Thu",0
322.672,73,8,"Fri",0
167.433,61,6,"Sat",0
146.328,64.9,7,"Sun",0
287.497,64.9,5.1,"Mon-Thu",0
307.195,72,5.1,"Mon-Thu",0
315.168,72,5.1,"Mon-Thu",0
323.61,71.1,5.1,"Mon-Thu",0
288.904,73,8,"Fri",0
234.5,73.9,7,"Sat",0
221.368,55.9,13,"Sun",0
288.435,59,5.1,"Mon-Thu",0
355.033,59,17.1,"Mon-Thu",0
248.57,57.9,13,"Mon-Thu",0
298.753,61,8,"Mon-Thu",0
317.513,61,18.1,"Fri",0
287.497,57.9,12,"Sat",0
234.5,57.9,8,"Sun",0
289.842,66.9,7,"Mon-Thu",0
320.796,66.9,12,"Mon-Thu",0
294.532,57.9,8.9,"Mon-Thu",0
373.793,63,9.9,"Mon-Thu",0
384.111,64,9.9,"Fri",0
279.993,64,8.9,"Sat",0
202.139,55,9.9,"Sun",0
330.176,55,8.9,"Mon-Thu",0
343.777,46,7,"Mon-Thu",0
336.273,50,5.1,"Mon-Thu",0
179.627,60.1,5.1,"Mon-Thu",0
225.12,64,8,"Fri",0
325.486,61,8,"Fri",0
271.082,66,8.9,"Sat",0
257.481,66.9,6,"Sun",0
298.753,66.9,8,"Mon-Thu",0
354.095,68,15,"Mon-Thu",0
315.637,68,8.9,"Mon-Thu",0
349.405,59,6,"Mon-Thu",0
359.723,59,8.9,"Fri",0
292.656,57,13,"Sat",0
234.5,43,11.1,"Sun",0
287.028,54,12,"Mon-Thu",0
327.831,62.6,8,"Mon-Thu",0
377.545,62.1,8,"Mon-Thu",0
282.807,71.1,9.9,"Mon-Thu",0
150.549,72,4.1,"Fri",0
185.255,61,13,"Sat",0
242.942,61,11.1,"Sun",0
229.81,61,9.9,"Mon-Thu",0
249.977,46,12,"Mon-Thu",0
234.969,46,7,"Mon-Thu",0
247.163,48,6,"Mon-Thu",0
184.317,48,12,"Fri",1
197.918,42.1,12,"Sat",1
202.608,45,9.9,"Sun",1
281.869,39,11.1,"Mon-Thu",1
300.16,36,12,"Mon-Thu",1
293.125,41,7,"Mon-Thu",1
254.198,46,8,"Mon-Thu",1
282.338,44.6,8.9,"Fri",1
259.826,46.4,11.1,"Sat",1
216.678,59,15.9,"Sun",1
318.92,59,13,"Mon-Thu",1
298.753,44.1,9.9,"Mon-Thu",1
283.745,44.1,18.1,"Mon-Thu",1
279.993,37,8.9,"Mon-Thu",1
338.618,51.1,8,"Fri",1
264.047,52,11.1,"Sat",1
211.519,52,9.9,"Sun",1
225.589,42.1,15.9,"Mon-Thu",1
310.478,30.9,17.1,"Mon-Thu",1
292.187,37,11.1,"Mon-Thu",1
312.354,37,8.9,"Mon-Thu",1
329.238,36,12,"Fri",1
188.538,30,20,"Sat",1
242.473,35.1,17.1,"Sun",1
308.602,39,6,"Mon-Thu",1
344.246,48,8.9,"Mon-Thu",1
314.23,48,9.9,"Mon-Thu",1
319.389,46.9,12,"Mon-Thu",1
302.505,42.1,12,"Fri",1
279.524,41,11.1,"Sat",1
249.508,55.9,11.1,"Sun",1
335.804,59,7,"Mon-Thu",1
333.459,59,7,"Mon-Thu",1
271.551,57,9.9,"Mon-Thu",1
285.621,59,13,"Mon-Thu",1
284.683,48.9,13,"Fri",1
259.357,44.1,9.9,"Sat",1
198.387,46.9,8.9,"Sun",1
234.969,46.9,14,"Mon-Thu",1
267.799,39,8.9,"Mon-Thu",1
251.853,39,8.9,"Mon-Thu",1
291.718,39,13,"Mon-Thu",1
294.532,30.9,12,"Fri",1
225.12,27,18.1,"Sat",1
144.921,21.9,14,"Sun",1
136.479,30.2,8.9,"Mon-Thu",1
288.435,53.6,15,"Mon-Thu",1
246.225,54,9.9,"Mon-Thu",1
277.648,37,9.9,"Mon-Thu",1
249.508,37,9.9,"Fri",1
260.295,61,9.9,"Sat",1
225.589,61,8.9,"Sun",1
288.435,55,8.9,"Mon-Thu",1
292.187,52,19,"Mon-Thu",1
309.54,55.9,17.1,"Mon-Thu",1
310.947,61,12,"Mon-Thu",1
223.244,39.9,13,"Fri",1
181.972,41,11.1,"Sat",1
238.721,60.1,8.9,"Sun",1
288.904,61,12,"Mon-Thu",1
310.478,61,9.9,"Mon-Thu",1
306.257,55,14,"Mon-Thu",1
293.125,36,11.1,"Mon-Thu",1
321.265,39,11.1,"Fri",1
281.869,41,8.9,"Sat",1
234.5,44.1,7,"Sun",1
267.799,60.1,13,"Mon-Thu",1
296.408,66.9,9.9,"Mon-Thu",1
309.54,77,5.1,"Mon-Thu",1
295.001,78.1,8,"Mon-Thu",1
315.168,79,8.9,"Fri",1
293.125,68,8,"Sat",1
204.015,62.1,8,"Sun",1
300.16,62.1,20,"Mon-Thu",1
285.152,57,17.1,"Mon-Thu",1
295.001,64.9,7,"Mon-Thu",1
287.028,64.9,8.9,"Mon-Thu",1
302.036,63,17.1,"Fri",1
253.26,57,8,"Sat",1
224.651,46,14,"Sun",1
289.373,50,14,"Mon-Thu",1
294.532,55,15.9,"Mon-Thu",1
291.249,71.1,9.9,"Mon-Thu",1
297.815,71.1,14,"Mon-Thu",1
256.074,72,7,"Fri",1
248.57,72,11.1,"Sat",1
215.271,55,8,"Sun",1
308.602,62.1,12,"Mon-Thu",1
320.327,62.1,22,"Mon-Thu",1
304.85,55.9,13,"Mon-Thu",1
305.788,72,11.1,"Mon-Thu",1
329.238,79,9.9,"Fri",0
279.993,69.1,8,"Sat",0
274.365,51.1,21,"Sun",0
320.327,50,11.1,"Mon-Thu",0
315.168,42.1,13,"Mon-Thu",0
294.532,48,14,"Mon-Thu",0
295.47,57.9,11.1,"Mon-Thu",0
326.424,57.9,11.1,"Fri",0
261.233,50,8.9,"Sat",0
234.031,50,8,"Sun",0
292.656,64.9,9.9,"Mon-Thu",0
299.222,64.9,8.9,"Mon-Thu",0
328.3,59,12,"Mon-Thu",0
316.106,62.1,9.9,"Mon-Thu",0
343.777,64.9,9.9,"Fri",0
318.451,68,9.9,"Sat",0
266.392,75,8,"Sun",0
322.203,82,8.9,"Mon-Thu",0
343.308,82,12,"Mon-Thu",0
326.893,73,11.1,"Mon-Thu",0
325.486,73,13,"Mon-Thu",0
347.529,79,7,"Fri",0
304.381,79,12,"Sat",0
210.112,71.1,9.9,"Sun",0
228.872,69.1,7,"Mon-Thu",0
224.651,69.1,8.9,"Mon-Thu",0
239.19,62.1,8.9,"Mon-Thu",0
229.341,62.1,9.9,"Mon-Thu",0
242.473,59,8.9,"Fri",0
272.489,64.9,8,"Sat",0
226.996,64.9,9.9,"Sun",0
276.241,59,8,"Mon-Thu",0
333.459,60.1,8.9,"Mon-Thu",0
306.257,55.9,12,"Mon-Thu",0
293.594,57,11.1,"Mon-Thu",0
341.432,57,15,"Fri",0
267.799,60.1,8,"Sat",0
277.179,66,14,"Sun",0
302.974,72,8.9,"Mon-Thu",0
285.152,72,11.1,"Mon-Thu",0
327.831,75.9,7,"Mon-Thu",0
348.936,80.1,8,"Mon-Thu",0
359.254,64.9,8.70339943342776,"Fri",0
292.656,64.4,5.1,"Mon-Thu",0
325.486,73,7,"Mon-Thu",0
366.758,75.9,8,"Fri",0
266.392,75.9,8,"Sat",0
267.799,70,8.9,"Sun",0
305.788,78.1,6,"Mon-Thu",0
325.955,78.1,6,"Mon-Thu",0
343.777,88,6,"Mon-Thu",0
347.998,90,6,"Mon-Thu",0
359.723,90,8,"Fri",0
294.063,90,7,"Sat",0
265.454,91.9,8,"Sun",0
220.899,87.1,6,"Mon-Thu",0
356.44,84.9,6,"Mon-Thu",0
362.068,84.9,8.9,"Mon-Thu",0
320.327,82.9,7,"Mon-Thu",0
332.99,78.1,7,"Fri",0
297.815,82.9,7,"Sat",0
218.554,70,13,"Sun",0
355.502,82.9,8.9,"Mon-Thu",0
332.521,84.9,8.9,"Mon-Thu",0
357.847,84.9,11.1,"Mon-Thu",0
321.734,71.1,14,"Mon-Thu",0
383.642,77,9.9,"Fri",0
273.896,88,8.9,"Sat",0
275.303,88,9.9,"Sun",0
302.974,82.9,9.9,"Mon-Thu",0
336.273,79,7,"Mon-Thu",0
346.591,84.9,5.1,"Mon-Thu",0
323.141,84.9,5.1,"Mon-Thu",0
350.812,75.9,11.1,"Fri",0
328.3,87.1,5.1,"Sat",0
262.171,88,7,"Sun",0
349.405,88,8,"Mon-Thu",0
319.389,87.1,8.9,"Mon-Thu",0
352.219,87.1,11.1,"Mon-Thu",0
301.567,86,5.1,"Mon-Thu",0
380.359,84,12,"Fri",0
322.672,86,7,"Sat",0
272.958,86,6,"Sun",0
336.742,87.1,9.9,"Mon-Thu",0
316.575,82.9,6,"Mon-Thu",0
322.203,82.9,7,"Mon-Thu",0
356.909,84.9,5.1,"Mon-Thu",0
352.688,84.9,8,"Fri",0
267.33,79,9.9,"Sat",0
210.112,77,6,"Sun",0
228.872,82.9,8.9,"Mon-Thu",0
310.947,86,6,"Mon-Thu",0
318.92,91,6,"Mon-Thu",0
282.807,91,6,"Mon-Thu",0
287.028,84.9,8.9,"Fri",0
233.562,86,8,"Sat",0
238.252,80.1,8.9,"Sun",0
289.842,81,7,"Mon-Thu",0
310.478,82,8,"Mon-Thu",0
284.683,84.9,7,"Mon-Thu",0
347.529,88,6,"Mon-Thu",0
374.262,88,8,"Fri",0
292.187,90,6,"Sat",0
269.206,90,8,"Sun",0
340.025,91.9,9.9,"Mon-Thu",0
327.831,93,8.9,"Mon-Thu",0
327.362,84.9,7,"Mon-Thu",0
342.839,90,8,"Mon-Thu",0
360.661,93.9,8.9,"Fri",0
