"num_collisions_adj","max_temp","max_wind","weekday","month","year","fog","snow"
243.411,60.1,5.1,"3","04",2014,0,0
277.648,66.9,6,"4","04",2014,0,0
291.718,54,12,"5","04",2014,0,0
272.02,53.1,15,"6","04",2014,0,0
226.996,61,9.9,"7","04",2014,0,0
249.977,61,9.9,"1","04",2014,0,0
284.214,64,12,"2","04",2014,1,0
279.055,64,13,"3","04",2014,0,0
302.505,61,14,"4","04",2014,0,0
285.621,75,9.9,"5","04",2014,0,0
271.082,75,8.9,"6","04",2014,0,0
226.058,77,8.9,"7","04",2014,0,0
241.066,77,11.1,"1","04",2014,0,0
211.988,75,14,"2","04",2014,0,0
267.33,63,15,"3","04",2014,0,0
238.252,48.9,11.1,"4","04",2014,0,0
232.624,48.9,8.9,"5","04",2014,0,0
246.225,68,8,"6","04",2014,0,0
184.317,68,11.1,"7","04",2014,0,0
244.349,66.9,8,"1","04",2014,0,0
215.271,71.1,8.9,"2","04",2014,0,0
251.384,71.1,13,"3","04",2014,0,0
274.834,62.1,13,"4","04",2014,0,0
289.373,63,8,"5","04",2014,0,0
257.481,66.9,9.9,"6","04",2014,0,0
210.581,66.9,8,"7","04",2014,0,0
279.993,66.9,8.9,"1","04",2014,0,0
260.295,66.9,12,"2","04",2014,0,0
305.319,52,13,"3","04",2014,0,0
304.85,78.1,8,"4","05",2014,1,0
327.362,78.1,8.9,"5","05",2014,0,0
276.71,70,7,"6","05",2014,0,0
211.519,71.1,13,"7","05",2014,0,0
289.842,70,13,"1","05",2014,0,0
264.985,71.1,8,"2","05",2014,0,0
282.807,71.1,8.9,"3","05",2014,0,0
279.524,69.1,7,"4","05",2014,0,0
273.896,63,8,"5","05",2014,0,0
257.95,82.9,8,"6","05",2014,1,0
273.896,82.9,8.9,"7","05",2014,0,0
272.489,84.9,6,"1","05",2014,0,0
262.64,84.9,14,"2","05",2014,0,0
299.222,73,8,"3","05",2014,0,0
309.071,71.1,8.9,"4","05",2014,0,0
328.3,71.1,8.9,"5","05",2014,0,0
290.311,70,8,"6","05",2014,0,0
237.783,70,8.9,"7","05",2014,0,0
268.268,72,11.1,"1","05",2014,0,0
304.85,78.1,7,"2","05",2014,0,0
269.675,78.1,7,"3","05",2014,0,0
278.117,73.9,7,"4","05",2014,1,0
309.54,71.1,8,"5","05",2014,0,0
227.934,71.1,8,"6","05",2014,1,0
221.368,80.1,6,"7","05",2014,0,0
203.077,86,8.9,"1","05",2014,0,0
302.505,86,8.9,"2","05",2014,0,0
252.322,86,11.1,"3","05",2014,0,0
310.947,66,9.9,"4","05",2014,0,0
304.85,75,6,"5","05",2014,0,0
275.303,75,11.1,"6","05",2014,0,0
283.276,77,6,"7","06",2014,0,0
301.567,80.1,6,"1","06",2014,0,0
310.947,87.1,8,"2","06",2014,0,0
272.958,87.1,8.9,"3","06",2014,0,0
266.861,82,9.9,"4","06",2014,0,0
348.467,75.9,8,"5","06",2014,0,0
292.187,82,6,"6","06",2014,0,0
242.004,86,8,"7","06",2014,0,0
247.632,73.9,6,"1","06",2014,1,0
266.861,77,7,"2","06",2014,0,0
270.144,77,11.1,"3","06",2014,0,0
264.047,72,8,"4","06",2014,0,0
332.052,79,6,"5","06",2014,1,0
287.497,72,11.1,"6","06",2014,0,0
222.775,80.1,8,"7","06",2014,0,0
291.718,81,7,"1","06",2014,0,0
312.354,89.1,6,"2","06",2014,0,0
310.947,89.1,11.1,"3","06",2014,0,0
316.575,89.1,8,"4","06",2014,0,0
358.785,79,7,"5","06",2014,0,0
261.233,79,8.9,"6","06",2014,0,0
223.713,79,5.1,"7","06",2014,0,0
302.036,81,8,"1","06",2014,0,0
296.408,81,8,"2","06",2014,0,0
302.974,84.9,8,"3","06",2014,0,0
314.23,84.9,8,"4","06",2014,0,0
309.54,82.9,9.9,"5","06",2014,0,0
286.559,87.1,7,"6","06",2014,0,0
252.322,87.1,5.1,"7","06",2014,0,0
286.09,84,5.1,"1","06",2014,0,0
288.904,89.1,7,"2","07",2014,0,0
308.602,91,11.1,"3","07",2014,1,0
347.06,91,8,"4","07",2014,1,0
168.84,87.1,8.9,"5","07",2014,1,0
236.845,81,9.9,"6","07",2014,0,0
211.519,84,8.9,"7","07",2014,0,0
287.966,90,8.9,"1","07",2014,0,0
278.586,91,7,"2","07",2014,0,0
266.861,86,11.1,"3","07",2014,0,0
273.896,88,7,"4","07",2014,0,0
301.098,86,8,"5","07",2014,0,0
257.95,86,8.9,"6","07",2014,0,0
205.891,82,8,"7","07",2014,0,0
265.923,82.9,5.1,"1","07",2014,0,0
275.303,86,7,"2","07",2014,1,0
258.419,86,6,"3","07",2014,0,0
275.303,81,7,"4","07",2014,0,0
293.125,81,8,"5","07",2014,0,0
225.12,75.9,6,"6","07",2014,0,0
211.519,78.1,8,"7","07",2014,0,0
261.233,84.9,4.1,"1","07",2014,0,0
275.303,86,6,"2","07",2014,0,0
277.179,88,7,"3","07",2014,0,0
252.791,79,8,"4","07",2014,0,0
306.257,82,8,"5","07",2014,0,0
250.446,82,6,"6","07",2014,0,0
223.244,84.9,7,"7","07",2014,0,0
279.055,84.9,9.9,"1","07",2014,0,0
246.694,82,12,"2","07",2014,0,0
283.745,80.1,6,"3","07",2014,0,0
293.594,82,5.1,"4","07",2014,0,0
312.823,84,7,"5","08",2014,0,0
253.26,84,12,"6","08",2014,0,0
223.244,75.9,7,"7","08",2014,0,0
276.241,84,7,"1","08",2014,0,0
284.214,89.1,5.1,"2","08",2014,0,0
263.578,82.9,11.1,"3","08",2014,0,0
274.365,82.9,8.9,"4","08",2014,0,0
281.869,82.9,6,"5","08",2014,0,0
252.322,87.1,6,"6","08",2014,0,0
240.128,88,6,"7","08",2014,0,0
283.276,88,7,"1","08",2014,0,0
230.279,78.1,8.9,"2","08",2014,0,0
268.268,82,9.9,"3","08",2014,0,0
293.125,82,8,"4","08",2014,0,0
244.818,73.9,9.9,"5","08",2014,0,0
230.279,78.1,8.9,"6","08",2014,0,0
223.244,82,7,"7","08",2014,0,0
279.055,82,8.9,"1","08",2014,0,0
242.004,82.9,6,"2","08",2014,0,0
258.419,84,6,"3","08",2014,0,0
265.923,84,8,"4","08",2014,0,0
266.392,82.9,8.9,"5","08",2014,0,0
212.926,79,11.1,"6","08",2014,0,0
204.953,80.1,8,"7","08",2014,0,0
257.481,88,8,"1","08",2014,0,0
285.152,89.1,5.1,"2","08",2014,0,0
252.322,90,7,"3","08",2014,0,0
289.842,90,8.9,"4","08",2014,0,0
295.939,82,7,"5","08",2014,0,0
239.19,80.1,7,"6","08",2014,0,0
232.155,90,8,"7","08",2014,1,0
183.848,90,5.1,"1","09",2014,0,0
328.3,91.9,8.9,"2","09",2014,0,0
272.02,91.9,12,"3","09",2014,0,0
340.963,87.1,5.1,"4","09",2014,0,0
303.443,87.1,6,"5","09",2014,0,0
259.357,91,8,"6","09",2014,0,0
223.713,91,8.9,"7","09",2014,0,0
280.462,81,12,"1","09",2014,0,0
277.648,75,11.1,"2","09",2014,0,0
289.842,78.1,9.9,"3","09",2014,0,0
290.311,82.9,8,"4","09",2014,0,0
342.37,82.9,7,"5","09",2014,0,0
261.702,78.1,8.9,"6","09",2014,0,0
247.632,71.1,8,"7","09",2014,0,0
286.09,71.1,7,"1","09",2014,0,0
287.497,71.1,8,"2","09",2014,0,0
308.602,73,6,"3","09",2014,0,0
304.85,75.9,5.1,"4","09",2014,0,0
303.912,75.9,12,"5","09",2014,0,0
278.586,75,8,"6","09",2014,0,0
241.535,75,6,"7","09",2014,0,0
310.478,75,8.9,"1","09",2014,0,0
277.648,71.1,7,"2","09",2014,0,0
265.454,71.1,8,"3","09",2014,0,0
230.279,66,11.1,"4","09",2014,0,0
301.567,77,8.9,"5","09",2014,0,0
281.4,82.9,7,"6","09",2014,0,0
240.128,84,5.1,"7","09",2014,0,0
265.454,84,6,"1","09",2014,0,0
276.241,79,8.9,"2","09",2014,0,0
262.171,64.9,8,"3","10",2014,0,0
261.702,70,8.9,"4","10",2014,0,0
337.211,71.1,7,"5","10",2014,0,0
249.039,69.1,12,"6","10",2014,1,0
236.845,69.1,12,"7","10",2014,0,0
299.691,69.1,8,"1","10",2014,0,0
290.78,71.1,9.9,"2","10",2014,0,0
299.691,72,8.9,"3","10",2014,0,0
234.031,73,9.9,"4","10",2014,0,0
253.729,68,7,"5","10",2014,0,0
256.074,64,8,"6","10",2014,0,0
221.837,63,5.1,"7","10",2014,0,0
211.519,64.9,5.1,"1","10",2014,0,0
326.893,75.9,8,"2","10",2014,0,0
269.675,77,8,"3","10",2014,0,0
282.338,77,8.9,"4","10",2014,1,0
303.912,71.1,7,"5","10",2014,0,0
231.686,71.1,9.9,"6","10",2014,0,0
226.527,61,11.1,"7","10",2014,0,0
277.179,60.1,7,"1","10",2014,0,0
284.683,66.9,7,"2","10",2014,0,0
332.052,60.8,13,"3","10",2014,0,0
299.691,57.9,13,"4","10",2014,0,0
313.761,63,6,"5","10",2014,0,0
241.535,66.9,9.9,"6","10",2014,0,0
241.535,66.9,11.1,"7","10",2014,0,0
301.098,63,8.9,"1","10",2014,0,0
267.799,72,6,"2","10",2014,0,0
260.764,72,8,"3","10",2014,0,0
293.594,72,8,"4","10",2014,0,0
313.292,59,8,"5","10",2014,0,0
307.664,55,12,"6","11",2014,0,0
249.508,48,14,"7","11",2014,0,0
293.125,61,11.1,"1","11",2014,0,0
252.322,68,7,"2","11",2014,0,0
259.826,68,6,"3","11",2014,0,0
305.788,64,7,"4","11",2014,0,0
300.629,57,9.9,"5","11",2014,0,0
254.667,53.1,8.9,"6","11",2014,0,0
196.511,57,8,"7","11",2014,0,0
262.64,61,6,"1","11",2014,0,0
231.217,64,8,"2","11",2014,0,0
256.543,64.9,6,"3","11",2014,1,0
326.424,64.9,6,"4","11",2014,0,0
306.726,48,9.9,"5","11",2014,0,0
248.101,42.1,6,"6","11",2014,0,0
201.201,44.1,7,"7","11",2014,0,0
312.354,52,8.9,"1","11",2014,1,0
333.928,52,15.9,"2","11",2014,0,0
296.877,45,9.9,"3","11",2014,0,0
297.815,45,11.1,"4","11",2014,0,0
317.513,45,11.1,"5","11",2014,0,0
240.128,44.1,8,"6","11",2014,0,0
199.325,57,9.9,"7","11",2014,0,0
338.618,69.1,8.9,"1","11",2014,0,0
280.931,66.9,8.9,"2","11",2014,0,0
347.998,52,15.9,"3","11",2014,0,0
177.282,51.1,8.9,"4","11",2014,0,0
208.236,37,8.9,"5","11",2014,0,0
184.786,37,7,"6","11",2014,0,0
176.813,54,7,"7","11",2014,0,0
302.036,64.9,8.9,"1","12",2014,0,0
286.559,44.1,13,"2","12",2014,0,0
266.861,46.4,12,"3","12",2014,0,0
284.214,46,9.9,"4","12",2014,0,0
315.637,45,11.1,"5","12",2014,0,0
294.532,50,7,"6","12",2014,0,0
231.217,50,15.9,"7","12",2014,0,0
271.551,42.1,13,"1","12",2014,0,0
302.505,42.1,19,"2","12",2014,0,0
304.381,42.1,11.1,"3","12",2014,0,0
313.761,39.9,12,"4","12",2014,0,0
322.203,37.9,11.1,"5","12",2014,0,1.2
278.586,44.1,12,"6","12",2014,0,0
205.891,46,12,"7","12",2014,0,0
337.68,48,7,"1","12",2014,0,0
302.505,48.9,7,"2","12",2014,0,0
260.295,54,9.9,"3","12",2014,0,0
291.249,54,11.1,"4","12",2014,0,0
305.788,42.1,9.9,"5","12",2014,0,0
236.845,37.9,8,"6","12",2014,0,0
191.821,36,7,"7","12",2014,0,0
265.454,43,8.9,"1","12",2014,0,0
343.308,46.4,13,"2","12",2014,0,0
243.411,53.1,8.9,"3","12",2014,0,0
142.107,62.6,13,"4","12",2014,0,0
209.174,50,9.9,"5","12",2014,0,0
190.414,55,7,"6","12",2014,0,0
163.681,55,9.9,"7","12",2014,0,0
192.759,54,9.9,"1","12",2014,0,0
219.961,44.1,7,"2","12",2014,0,0
216.209,34,8.9,"3","12",2014,0,0
185.255,39,9.9,"4","01",2015,0,0
207.298,42.1,9.9,"5","01",2015,0,0
213.864,42.1,8.9,"6","01",2015,0,0
178.689,55.9,8.9,"7","01",2015,0,0
233.562,55.9,15.9,"1","01",2015,0,0
364.413,27,9.9,"2","01",2015,0,0
252.322,23,15.9,"3","01",2015,0,0
268.737,23,18.1,"4","01",2015,0,1.2
352.219,33.1,14,"5","01",2015,0,0
225.589,33.1,15,"6","01",2015,0,0
159.929,37,9.9,"7","01",2015,0,1.2
272.02,37.9,8.9,"1","01",2015,0,1.2
287.497,39,14,"2","01",2015,0,0
237.314,36,11.1,"3","01",2015,0,0
257.012,34,8,"4","01",2015,0,0
264.047,43,13,"5","01",2015,0,0
232.155,43,15.9,"6","01",2015,0,0
450.709,42.8,6,"7","01",2015,1,0
232.624,42.1,11.1,"1","01",2015,0,0
234.5,42.1,8,"2","01",2015,0,0
232.155,39.9,7,"3","01",2015,0,0
238.252,39.9,8,"4","01",2015,0,0
280.462,39.9,8.9,"5","01",2015,0,0
200.732,39,11.1,"6","01",2015,1,0
190.414,42.1,9.9,"7","01",2015,0,3.1
226.996,35.1,17.1,"1","01",2015,1,2
88.172,30,17.1,"2","01",2015,1,2
214.802,34,12,"3","01",2015,0,7.9
243.411,34,6,"4","01",2015,0,7.9
291.718,37.9,15,"5","01",2015,0,5.9
246.694,37.9,17.1,"6","01",2015,0,7.1
169.309,36,8.9,"7","02",2015,0,7.1
318.92,36,15,"1","02",2015,1,5.9
347.06,34,12,"2","02",2015,0,7.1
274.365,42.1,8,"3","02",2015,0,7.9
266.861,43,11.1,"4","02",2015,0,7.9
305.788,27,12,"5","02",2015,0,7.9
210.581,37.9,8.9,"6","02",2015,0,7.9
184.786,39.9,13,"7","02",2015,0,7.9
256.543,37,15.9,"1","02",2015,0,7.9
267.799,39.9,11.1,"2","02",2015,0,7.9
286.09,39.9,15.9,"3","02",2015,0,7.9
246.694,39.9,8.9,"4","02",2015,0,7.9
355.033,39.9,15.9,"5","02",2015,0,7.9
204.484,32,8.9,"6","02",2015,0,7.9
212.926,32,15,"7","02",2015,0,7.9
188.538,25,17.1,"1","02",2015,0,9.1
290.78,27,8.9,"2","02",2015,0,9.1
293.594,33.1,7,"3","02",2015,0,11.8
241.535,33.1,14,"4","02",2015,0,9.1
291.249,27,14,"5","02",2015,0,9.1
242.473,28.9,8,"6","02",2015,0,9.1
243.411,43,7,"7","02",2015,1,9.1
269.206,43,15,"1","02",2015,0,13
272.02,21.9,13,"2","02",2015,0,11.8
294.532,37,9.9,"3","02",2015,0,11.8
252.791,37,9.9,"4","02",2015,0,11.8
329.707,32,8.9,"5","02",2015,0,11
252.322,30,8.9,"6","02",2015,0,11
325.017,30.9,7,"7","03",2015,1,11
304.85,39,13,"1","03",2015,0,9.8
295.939,39,14,"2","03",2015,0,15
269.206,45,8.9,"3","03",2015,0,14.2
389.27,43,9.9,"4","03",2015,1,13
440.391,39.9,9.9,"5","03",2015,0,13
271.082,37.9,11.1,"6","03",2015,0,18.9
217.616,48.9,11.1,"7","03",2015,0,18.1
310.009,54,7,"1","03",2015,0,16.1
273.896,54,7,"2","03",2015,0,13
264.985,59,9.9,"3","03",2015,0,11
274.834,59,15,"4","03",2015,0,5.9
285.621,46.9,8.9,"5","03",2015,0,3.9
237.783,51.1,9.9,"6","03",2015,0,2
215.271,51.1,15,"7","03",2015,0,1.2
248.101,52,14,"1","03",2015,0,0
247.632,57,17.1,"2","03",2015,0,0
256.543,39,17.1,"3","03",2015,0,0
272.958,43,8.9,"4","03",2015,0,0
267.33,43,12,"5","03",2015,1,0
237.783,45,13,"6","03",2015,0,0
202.608,46.9,12,"7","03",2015,0,5.1
274.834,43,9.9,"1","03",2015,0,0
281.869,45,9.9,"2","03",2015,0,0
252.322,48.9,9.9,"3","03",2015,0,0
246.225,61,8,"4","03",2015,0,0
249.508,62.1,12,"5","03",2015,0,0
215.271,46,11.1,"6","03",2015,0,0
236.845,46,9.9,"7","03",2015,0,0
260.764,54,14,"1","03",2015,0,0
294.532,54,9.9,"2","03",2015,0,0
303.912,51.1,8.9,"3","04",2015,0,0
306.257,66.9,13,"4","04",2015,0,0
230.279,64,11.1,"5","04",2015,0,0
237.783,64,15.9,"6","04",2015,0,0
197.918,61,11.1,"7","04",2015,0,0
239.19,62.1,7,"1","04",2015,0,0
211.988,63,12,"2","04",2015,0,0
214.333,44.1,14,"3","04",2015,0,0
211.988,45,13,"4","04",2015,0,0
227.934,55.9,8.9,"5","04",2015,0,0
270.144,57,11.1,"6","04",2015,0,0
207.767,66,8,"7","04",2015,0,0
259.826,68,9.9,"1","04",2015,0,0
254.198,68,7,"2","04",2015,0,0
279.055,71.1,15,"3","04",2015,0,0
262.64,72,8.9,"4","04",2015,0,0
318.451,71.1,11.1,"5","04",2015,0,0
283.745,80.1,8,"6","04",2015,0,0
220.899,80.1,9.9,"7","04",2015,0,0
295.47,64,12,"1","04",2015,1,0
302.505,64,12,"2","04",2015,1,0
266.392,69.1,17.1,"3","04",2015,0,0
287.028,54,14,"4","04",2015,0,0
317.044,52,11.1,"5","04",2015,0,0
277.648,62.1,8.9,"6","04",2015,0,0
223.713,64,8.9,"7","04",2015,0,0
261.702,64,12,"1","04",2015,0,0
287.497,71.1,13,"2","04",2015,0,0
318.451,78.1,7,"3","04",2015,0,0
300.16,78.1,9.9,"4","04",2015,0,0
301.098,66.9,8,"5","05",2015,0,0
253.26,73.9,9.9,"6","05",2015,0,0
260.295,80.1,8,"7","05",2015,0,0
300.629,84.9,8.9,"1","05",2015,0,0
299.222,84.9,9.9,"2","05",2015,0,0
266.392,84.9,11.1,"3","05",2015,0,0
320.796,80.1,6,"4","05",2015,0,0
332.521,82,8.9,"5","05",2015,0,0
262.64,82,6,"6","05",2015,0,0
257.481,82.9,6,"7","05",2015,0,0
302.505,84,7,"1","05",2015,0,0
320.796,84.9,8.9,"2","05",2015,0,0
307.195,86,9.9,"3","05",2015,0,0
306.726,73,8.9,"4","05",2015,0,0
339.087,75,8.9,"5","05",2015,0,0
304.85,75,6,"6","05",2015,0,0
254.667,82.9,8,"7","05",2015,0,0
265.454,82.9,9.9,"1","05",2015,0,0
284.214,80.1,6,"2","05",2015,0,0
312.354,73.9,9.9,"3","05",2015,0,0
288.435,66.9,5.1,"4","05",2015,0,0
340.963,73.9,12,"5","05",2015,0,0
256.074,73.9,9.9,"6","05",2015,0,0
202.608,81,7,"7","05",2015,0,0
196.98,84.9,8.9,"1","05",2015,0,0
321.734,88,7,"2","05",2015,0,0
326.893,88,8.9,"3","05",2015,0,0
319.858,84.9,6,"4","05",2015,0,0
381.297,84.9,8.9,"5","05",2015,0,0
291.718,84.9,8.9,"6","05",2015,0,0
260.295,87.1,8,"7","05",2015,1,0
324.079,69.1,14,"1","06",2015,0,0
301.098,57.9,15,"2","06",2015,0,0
308.602,70,7,"3","06",2015,0,0
258.888,70,8.9,"4","06",2015,0,0
324.548,70,7,"5","06",2015,0,0
280.462,75.9,8.9,"6","06",2015,0,0
262.171,75.9,7,"7","06",2015,0,0
297.346,79,8.9,"1","06",2015,0,0
305.788,82.9,8.9,"2","06",2015,0,0
312.823,82.9,8,"3","06",2015,0,0
312.354,89.1,8,"4","06",2015,0,0
211.519,89.1,8,"5","06",2015,0,0
185.255,88,9.9,"6","06",2015,0,0
271.082,88,7,"7","06",2015,0,0
237.314,88,11.1,"1","06",2015,0,0
278.117,82.9,9.9,"2","06",2015,0,0
331.114,82,8,"3","06",2015,0,0
288.435,71.1,7,"4","06",2015,0,0
343.308,87.1,7,"5","06",2015,0,0
236.845,81,12,"6","06",2015,0,0
290.78,88,8.9,"7","06",2015,0,0
363.006,87.1,12,"1","06",2015,0,0
329.707,90,8,"2","06",2015,0,0
364.882,90,8,"3","06",2015,0,0
314.23,84,7,"4","06",2015,0,0
363.006,82.9,11.1,"5","06",2015,0,0
279.055,81,12,"6","06",2015,0,0
250.915,73,13,"7","06",2015,0,0
310.478,75.9,8.9,"1","06",2015,0,0
291.718,82,8,"2","06",2015,0,0
320.327,82,8.9,"3","07",2015,1,0
282.807,82,6,"4","07",2015,0,0
257.481,81,6,"5","07",2015,0,0
182.441,82,7,"6","07",2015,0,0
219.023,82.9,5.1,"7","07",2015,0,0
280.462,82.9,7,"1","07",2015,0,0
302.974,88,8,"2","07",2015,1,0
290.78,88,11.1,"3","07",2015,0,0
265.923,88,8.9,"4","07",2015,0,0
332.521,84,8.9,"5","07",2015,0,0
279.993,88,5.1,"6","07",2015,0,0
244.349,89.1,5.1,"7","07",2015,0,0
313.292,89.1,7,"1","07",2015,0,0
308.133,88,6,"2","07",2015,1,0
286.559,82,8,"3","07",2015,1,0
321.734,81,12,"4","07",2015,0,0
309.071,81,7,"5","07",2015,0,0
263.109,84.9,8,"6","07",2015,1,0
255.605,93,6,"7","07",2015,0,0
340.963,93.9,8.9,"1","07",2015,0,0
284.214,93.9,6,"2","07",2015,0,0
289.842,89.1,11.1,"3","07",2015,0,0
292.187,86,7,"4","07",2015,0,0
229.81,87.1,7,"5","07",2015,0,0
211.519,88,5.1,"6","07",2015,0,0
258.419,90,7,"7","07",2015,0,0
293.594,90,6,"1","07",2015,0,0
301.567,95,5.1,"2","07",2015,0,0
295.001,96.1,7,"3","07",2015,0,0
336.273,86,8.9,"4","07",2015,1,0
353.157,89.1,6,"5","07",2015,0,0
313.292,89.1,9.9,"6","08",2015,0,0
257.95,89.1,5.1,"7","08",2015,0,0
330.645,89.1,8,"1","08",2015,0,0
312.354,90,15,"2","08",2015,1,0
290.311,89.1,7,"3","08",2015,0,0
295.47,87.1,5.1,"4","08",2015,0,0
340.494,84,8,"5","08",2015,0,0
255.605,84,8,"6","08",2015,0,0
229.341,84.9,7,"7","08",2015,0,0
286.559,84.9,8,"1","08",2015,0,0
281.869,84,7,"2","08",2015,0,0
301.567,84.9,8,"3","08",2015,0,0
334.866,84.9,6,"4","08",2015,0,0
341.901,88,7,"5","08",2015,0,0
272.958,91.9,6,"6","08",2015,0,0
258.888,93,5.1,"7","08",2015,0,0
277.648,95,7,"1","08",2015,0,0
292.187,95,7,"2","08",2015,0,0
278.586,90,8,"3","08",2015,0,0
281.4,87.1,8,"4","08",2015,0,0
353.157,87.1,8,"5","08",2015,0,0
272.489,87.1,7,"6","08",2015,0,0
230.748,86,8,"7","08",2015,0,0
269.675,87.1,6,"1","08",2015,0,0
279.055,89.1,7,"2","08",2015,0,0
284.214,90,8,"3","08",2015,0,0
287.966,84.9,6,"4","08",2015,0,0
285.621,82,6,"5","08",2015,0,0
252.791,87.1,5.1,"6","08",2015,0,0
264.047,90,6,"7","08",2015,0,0
287.966,91,8,"1","08",2015,0,0
293.594,91,7,"2","09",2015,0,0
306.726,91,7,"3","09",2015,0,0
311.885,93,6,"4","09",2015,0,0
301.567,93,12,"5","09",2015,0,0
253.729,84.9,8.9,"6","09",2015,0,0
236.376,87.1,4.1,"7","09",2015,0,0
227.465,91.9,7,"1","09",2015,0,0
372.855,97,8,"2","09",2015,0,0
347.06,97,8.9,"3","09",2015,0,0
335.804,90,8.9,"4","09",2015,1,0
358.785,81,8.9,"5","09",2015,0,0
259.826,81,8,"6","09",2015,0,0
224.182,80.1,9.9,"7","09",2015,0,0
271.551,80.1,11.1,"1","09",2015,0,0
271.551,82.9,5.1,"2","09",2015,0,0
350.812,88,4.1,"3","09",2015,0,0
348.936,89.1,5.1,"4","09",2015,0,0
356.44,89.1,7,"5","09",2015,0,0
307.195,87.1,5.1,"6","09",2015,0,0
260.764,82.9,8.9,"7","09",2015,0,0
292.656,79,11.1,"1","09",2015,0,0
267.799,73,9.9,"2","09",2015,0,0
234.969,80.1,5.1,"3","09",2015,0,0
290.311,82,8,"4","09",2015,0,0
274.365,82,8.9,"5","09",2015,0,0
261.233,75.9,8.9,"6","09",2015,0,0
231.217,72,7,"7","09",2015,0,0
274.834,78.8,6,"1","09",2015,0,0
261.233,82.9,8.9,"2","09",2015,0,0
297.346,82.9,9.9,"3","09",2015,0,0
320.327,79,11.1,"4","10",2015,0,0
374.262,57,15,"5","10",2015,0,0
260.764,57,17.1,"6","10",2015,0,0
251.384,63,14,"7","10",2015,0,0
279.993,66.9,9.9,"1","10",2015,0,0
295.939,73,5.1,"2","10",2015,0,0
313.292,73,6,"3","10",2015,0,0
312.354,73,7,"4","10",2015,0,0
358.316,78.1,8.9,"5","10",2015,1,0
304.381,78.1,7,"6","10",2015,0,0
262.171,69.1,5.1,"7","10",2015,0,0
236.845,77,5.1,"1","10",2015,0,0
339.556,77,6,"2","10",2015,0,0
308.602,72,6,"3","10",2015,0,0
320.327,69.1,7,"4","10",2015,0,0
317.044,64,8.9,"5","10",2015,0,0
264.985,64,8,"6","10",2015,0,0
258.419,55.9,9.9,"7","10",2015,0,0
312.823,53.1,6,"1","10",2015,0,0
334.866,70,8.9,"2","10",2015,0,0
337.68,75.9,8.9,"3","10",2015,0,0
312.354,75.9,8,"4","10",2015,0,0
347.998,75,9.9,"5","10",2015,0,0
243.411,64.9,8.9,"6","10",2015,0,0
244.818,68,7,"7","10",2015,0,0
327.362,57.9,8.9,"1","10",2015,0,0
295.939,59,6,"2","10",2015,0,0
323.141,66.9,9.9,"3","10",2015,1,0
359.723,73,11.1,"4","10",2015,0,0
322.672,73,8,"5","10",2015,0,0
167.433,61,6,"6","10",2015,0,0
146.328,64.9,7,"7","11",2015,0,0
287.497,64.9,5.1,"1","11",2015,0,0
307.195,72,5.1,"2","11",2015,0,0
315.168,72,5.1,"3","11",2015,0,0
323.61,71.1,5.1,"4","11",2015,0,0
288.904,73,8,"5","11",2015,0,0
234.5,73.9,7,"6","11",2015,0,0
221.368,55.9,13,"7","11",2015,0,0
288.435,59,5.1,"1","11",2015,0,0
355.033,59,17.1,"2","11",2015,0,0
248.57,57.9,13,"3","11",2015,0,0
298.753,61,8,"4","11",2015,0,0
317.513,61,18.1,"5","11",2015,0,0
287.497,57.9,12,"6","11",2015,0,0
234.5,57.9,8,"7","11",2015,0,0
289.842,66.9,7,"1","11",2015,0,0
320.796,66.9,12,"2","11",2015,0,0
294.532,57.9,8.9,"3","11",2015,0,0
373.793,63,9.9,"4","11",2015,0,0
384.111,64,9.9,"5","11",2015,0,0
279.993,64,8.9,"6","11",2015,0,0
202.139,55,9.9,"7","11",2015,0,0
330.176,55,8.9,"1","11",2015,0,0
343.777,46,7,"2","11",2015,0,0
336.273,50,5.1,"3","11",2015,0,0
179.627,60.1,5.1,"4","11",2015,0,0
225.12,64,8,"5","11",2015,0,0
325.486,61,8,"5","12",2015,0,0
271.082,66,8.9,"6","12",2015,0,0
257.481,66.9,6,"7","12",2015,0,0
298.753,66.9,8,"1","12",2015,0,0
354.095,68,15,"2","12",2015,0,0
315.637,68,8.9,"3","12",2015,0,0
349.405,59,6,"4","12",2015,0,0
359.723,59,8.9,"5","12",2015,0,0
292.656,57,13,"6","12",2015,0,0
234.5,43,11.1,"7","12",2015,0,0
287.028,54,12,"1","12",2015,0,0
327.831,62.6,8,"2","12",2015,0,0
377.545,62.1,8,"3","12",2015,0,0
282.807,71.1,9.9,"4","12",2015,0,0
150.549,72,4.1,"5","12",2015,0,0
185.255,61,13,"6","12",2015,0,0
242.942,61,11.1,"7","12",2015,0,0
229.81,61,9.9,"1","12",2015,0,0
249.977,46,12,"2","12",2015,0,0
234.969,46,7,"3","12",2015,0,0
247.163,48,6,"4","12",2015,0,0
184.317,48,12,"5","01",2016,0,0
197.918,42.1,12,"6","01",2016,0,0
202.608,45,9.9,"7","01",2016,0,0
281.869,39,11.1,"1","01",2016,0,0
300.16,36,12,"2","01",2016,0,0
293.125,41,7,"3","01",2016,0,0
254.198,46,8,"4","01",2016,0,0
282.338,44.6,8.9,"5","01",2016,0,0
259.826,46.4,11.1,"6","01",2016,0,0
216.678,59,15.9,"7","01",2016,0,0
