"num_collisions","max_temp","max_wind","day_group","winter_flag","weekday"
235,45,11.1,"Mon-Thu",1,"1"
279,51.1,13,"Mon-Thu",1,"2"
229,57,15,"Mon-Thu",1,"3"
290,57,9.9,"Mon-Thu",1,"4"
298,50,14,"Fri",1,"5"
254,60.1,13,"Sat",1,"6"
215,43,15.9,"Sun",1,"7"
197,44.1,8,"Mon-Thu",1,"1"
275,32,17.1,"Mon-Thu",1,"2"
254,32,9.9,"Mon-Thu",1,"3"
227,33.1,13,"Mon-Thu",1,"4"
252,34,18.1,"Fri",1,"5"
209,32,14,"Sat",1,"6"
232,30.9,12,"Sun",1,"7"
244,37.9,9.9,"Mon-Thu",1,"1"
224,39.9,9.9,"Mon-Thu",1,"2"
260,46,8,"Mon-Thu",1,"3"
252,59,7,"Mon-Thu",1,"4"
267,59,11.1,"Fri",1,"5"
242,48.9,9.9,"Sat",1,"6"
251,48.9,21,"Sun",1,"7"
257,44.1,11.1,"Mon-Thu",1,"1"
205,39.9,8.9,"Mon-Thu",1,"2"
244,39.9,8,"Mon-Thu",1,"3"
220,45,8,"Mon-Thu",1,"4"
254,46,9.9,"Fri",1,"5"
242,46,12,"Sat",1,"6"
241,46,9.9,"Sun",1,"7"
258,46,12,"Mon-Thu",1,"1"
252,45,11.1,"Mon-Thu",1,"2"
248,48,7,"Mon-Thu",1,"3"
244,53.1,5.1,"Mon-Thu",1,"4"
290,55,7,"Fri",1,"5"
195,60.1,8,"Sat",1,"6"
188,60.1,8.9,"Sun",1,"7"
248,55.9,8,"Mon-Thu",1,"1"
181,48,12,"Mon-Thu",1,"2"
290,41,15.9,"Mon-Thu",1,"3"
244,39,14,"Mon-Thu",1,"4"
282,43,13,"Fri",1,"5"
252,37.9,11.1,"Sat",1,"6"
212,39.9,11.1,"Sun",1,"7"
174,41,8.9,"Mon-Thu",1,"1"
231,41,8,"Mon-Thu",1,"2"
211,43,8,"Mon-Thu",1,"3"
236,45,11.1,"Mon-Thu",1,"4"
217,46.9,6,"Fri",1,"5"
211,46.9,11.1,"Sat",1,"6"
237,44.1,7,"Sun",1,"7"
238,55,8.9,"Mon-Thu",1,"1"
274,55,7,"Mon-Thu",1,"2"
203,59,8,"Mon-Thu",1,"3"
253,62.1,19,"Mon-Thu",1,"4"
308,48,8,"Fri",1,"5"
234,55.4,9.9,"Sat",1,"6"
228,68,7,"Sun",1,"7"
251,68,8.9,"Mon-Thu",1,"1"
260,59,18.1,"Mon-Thu",1,"2"
282,53.1,11.1,"Mon-Thu",1,"3"
224,54,15,"Mon-Thu",1,"4"
312,57,8,"Fri",1,"5"
271,57,9.9,"Sat",1,"6"
228,51.1,15.9,"Sun",1,"7"
260,52,22,"Mon-Thu",1,"1"
268,66,11.1,"Mon-Thu",1,"2"
248,66,8.9,"Mon-Thu",1,"3"
277,73.9,5.1,"Mon-Thu",1,"4"
276,73.9,12,"Fri",1,"5"
260,73,8,"Sat",1,"6"
250,63,11.1,"Sun",1,"7"
256,63,13,"Mon-Thu",1,"1"
201,51.1,9.9,"Mon-Thu",1,"2"
245,57,8,"Mon-Thu",1,"3"
248,57,14,"Mon-Thu",1,"4"
242,46,9.9,"Fri",1,"5"
230,50,14,"Sat",1,"6"
278,50,13,"Sun",1,"7"
287,53.1,20,"Mon-Thu",1,"1"
241,53.1,12,"Mon-Thu",1,"2"
200,53.1,8,"Mon-Thu",1,"3"
269,51.1,8.9,"Mon-Thu",1,"4"
229,55.9,17.1,"Fri",1,"5"
252,61,14,"Sat",1,"6"
236,61,8.9,"Sun",1,"7"
222,55.9,8.9,"Mon-Thu",0,"1"
264,53.1,9.9,"Mon-Thu",0,"2"
252,51.1,17.1,"Mon-Thu",0,"3"
254,53.1,25.1,"Mon-Thu",0,"4"
232,53.1,12,"Fri",0,"5"
224,54,9.9,"Sat",0,"6"
244,60.1,13,"Sun",0,"7"
241,69.1,6,"Mon-Thu",0,"1"
289,80.1,7,"Mon-Thu",0,"2"
230,80.1,8.9,"Mon-Thu",0,"3"
230,66.9,9.9,"Mon-Thu",0,"4"
292,63,9.9,"Fri",0,"5"
226,59,15,"Sat",0,"6"
237,75,14,"Sun",0,"7"
279,82,8.9,"Mon-Thu",0,"1"
257,82,9.9,"Mon-Thu",0,"2"
245,73,9.9,"Mon-Thu",0,"3"
232,62.1,15,"Mon-Thu",0,"4"
266,60.1,11.1,"Fri",0,"5"
263,71.1,13,"Sat",0,"6"
226,55.9,9.9,"Sun",0,"7"
206,64,8,"Mon-Thu",0,"1"
170,64.9,12,"Mon-Thu",0,"2"
225,73.9,8.9,"Mon-Thu",0,"3"
251,73.9,9.9,"Mon-Thu",0,"4"
249,64.9,7,"Fri",0,"5"
197,64.9,8.9,"Sat",0,"6"
210,79,6,"Sun",0,"7"
247,87.1,8.9,"Mon-Thu",0,"1"
195,68,12,"Mon-Thu",0,"2"
257,78.1,8,"Mon-Thu",0,"3"
252,80.1,6,"Mon-Thu",0,"4"
265,79,8.9,"Fri",0,"5"
235,64.9,8.9,"Sat",0,"6"
250,63,8,"Sun",0,"7"
269,73.9,5.1,"Mon-Thu",0,"1"
281,80.1,8,"Mon-Thu",0,"2"
258,84,7,"Mon-Thu",0,"3"
255,84,8,"Mon-Thu",0,"4"
283,70,14,"Fri",0,"5"
250,64,6,"Sat",0,"6"
275,64,7,"Sun",0,"7"
267,64.9,7,"Mon-Thu",0,"1"
268,72,4.1,"Mon-Thu",0,"2"
276,72,15,"Mon-Thu",0,"3"
259,64,15,"Mon-Thu",0,"4"
252,72,13,"Fri",0,"5"
265,72,7,"Sat",0,"6"
248,75,8.9,"Sun",0,"7"
265,75,6,"Mon-Thu",0,"1"
291,82.9,7,"Mon-Thu",0,"2"
282,84,7,"Mon-Thu",0,"3"
262,84,8.9,"Mon-Thu",0,"4"
335,84,7,"Fri",0,"5"
240,84,6,"Sat",0,"6"
240,82,6,"Sun",0,"7"
193,82,8,"Mon-Thu",0,"1"
266,79,9.9,"Mon-Thu",0,"2"
290,79,13,"Mon-Thu",0,"3"
265,75.9,12,"Mon-Thu",0,"4"
289,75,9.9,"Fri",0,"5"
261,82.9,7,"Sat",0,"6"
234,82.9,5.1,"Sun",0,"7"
256,86,7,"Mon-Thu",0,"1"
298,86,5.1,"Mon-Thu",0,"2"
259,79,6,"Mon-Thu",0,"3"
279,81,8,"Mon-Thu",0,"4"
285,82,11.1,"Fri",0,"5"
282,82,8.9,"Sat",0,"6"
256,75.9,11.1,"Sun",0,"7"
250,75,8.9,"Mon-Thu",0,"1"
257,75,7,"Mon-Thu",0,"2"
248,75.9,5.1,"Mon-Thu",0,"3"
245,84,6,"Mon-Thu",0,"4"
292,84.9,12,"Fri",0,"5"
288,84.9,8.9,"Sat",0,"6"
252,80.1,8,"Sun",0,"7"
239,82.9,6,"Mon-Thu",0,"1"
264,86,6,"Mon-Thu",0,"2"
220,89.1,4.1,"Mon-Thu",0,"3"
311,91,6,"Mon-Thu",0,"4"
302,93.9,7,"Fri",0,"5"
261,93.9,5.1,"Sat",0,"6"
252,93,7,"Sun",0,"7"
281,91.9,14,"Mon-Thu",0,"1"
249,90,8,"Mon-Thu",0,"2"
289,93,6,"Mon-Thu",0,"3"
279,93,9.9,"Mon-Thu",0,"4"
309,84,7,"Fri",0,"5"
212,79,9.9,"Sat",0,"6"
248,84.9,13,"Sun",0,"7"
246,84.9,9.9,"Mon-Thu",0,"1"
250,86,7,"Mon-Thu",0,"2"
259,86,7,"Mon-Thu",0,"3"
203,89.1,5.1,"Mon-Thu",0,"4"
254,90,8,"Fri",0,"5"
212,91.9,5.1,"Sat",0,"6"
201,93,8,"Sun",0,"7"
238,95,7,"Mon-Thu",0,"1"
258,95,6,"Mon-Thu",0,"2"
240,91,6,"Mon-Thu",0,"3"
267,91,8.9,"Mon-Thu",0,"4"
246,89.1,5.1,"Fri",0,"5"
255,87.1,6,"Sat",0,"6"
230,89.1,6,"Sun",0,"7"
267,91,7,"Mon-Thu",0,"1"
266,93.9,6,"Mon-Thu",0,"2"
261,93.9,8,"Mon-Thu",0,"3"
241,90,6,"Mon-Thu",0,"4"
239,86,8,"Fri",0,"5"
237,82.9,5.1,"Sat",0,"6"
231,88,6,"Sun",0,"7"
222,88,5.1,"Mon-Thu",0,"1"
225,84,8.9,"Mon-Thu",0,"2"
194,81,8,"Mon-Thu",0,"3"
253,82.9,8,"Mon-Thu",0,"4"
274,84,9.9,"Fri",0,"5"
237,87.1,7,"Sat",0,"6"
245,89.1,8,"Sun",0,"7"
234,89.1,8,"Mon-Thu",0,"1"
254,88,6,"Mon-Thu",0,"2"
244,89.1,8,"Mon-Thu",0,"3"
249,95,6,"Mon-Thu",0,"4"
264,95,7,"Fri",0,"5"
276,90,9.9,"Sat",0,"6"
231,93,6,"Sun",0,"7"
220,90,5.1,"Mon-Thu",0,"1"
268,90,8,"Mon-Thu",0,"2"
224,73,12,"Mon-Thu",0,"3"
235,72,9.9,"Mon-Thu",0,"4"
251,80.6,11.1,"Fri",0,"5"
288,84.9,7,"Sat",0,"6"
247,84.9,6,"Sun",0,"7"
242,78.1,7,"Mon-Thu",0,"1"
241,81,7,"Mon-Thu",0,"2"
246,84.9,8.9,"Mon-Thu",0,"3"
237,86,2.9,"Mon-Thu",0,"4"
284,87.1,6,"Fri",0,"5"
231,87.1,7,"Sat",0,"6"
273,81,8,"Sun",0,"7"
233,82.4,7,"Mon-Thu",0,"1"
247,72,11.1,"Mon-Thu",0,"2"
234,73,8,"Mon-Thu",0,"3"
223,75.9,8,"Mon-Thu",0,"4"
246,80.1,7,"Fri",0,"5"
237,82.9,4.1,"Sat",0,"6"
234,84.9,5.1,"Sun",0,"7"
235,84.9,5.1,"Mon-Thu",0,"1"
229,86,5.1,"Mon-Thu",0,"2"
259,91,8.9,"Mon-Thu",0,"3"
224,91,11.1,"Mon-Thu",0,"4"
284,82,11.1,"Fri",0,"5"
239,77,4.1,"Sat",0,"6"
238,81,6,"Sun",0,"7"
237,81,5.1,"Mon-Thu",0,"1"
233,79,7,"Mon-Thu",0,"2"
268,77,6,"Mon-Thu",0,"3"
281,77,8.9,"Mon-Thu",0,"4"
258,78.1,6,"Fri",0,"5"
235,78.1,9.9,"Sat",0,"6"
217,75.9,6,"Sun",0,"7"
291,75,8,"Mon-Thu",0,"1"
299,78.1,7,"Mon-Thu",0,"2"
292,79,6,"Mon-Thu",0,"3"
256,80.1,4.1,"Mon-Thu",0,"4"
347,82,5.1,"Fri",0,"5"
285,82.9,7,"Sat",0,"6"
263,82.9,8.9,"Sun",0,"7"
303,80.1,9.9,"Mon-Thu",0,"1"
244,79,8,"Mon-Thu",0,"2"
239,79,8.9,"Mon-Thu",0,"3"
281,84,8.9,"Mon-Thu",0,"4"
264,84,11.1,"Fri",0,"5"
249,81,9.9,"Sat",0,"6"
236,79,8.9,"Sun",0,"7"
259,73.9,11.1,"Mon-Thu",0,"1"
247,66.9,11.1,"Mon-Thu",0,"2"
210,68,7,"Mon-Thu",0,"3"
253,73.9,6,"Mon-Thu",0,"4"
262,73.9,8.9,"Fri",0,"5"
256,69.1,13,"Sat",0,"6"
268,68,11.1,"Sun",0,"7"
247,72,8.9,"Mon-Thu",0,"1"
229,72,11.1,"Mon-Thu",0,"2"
182,69.1,7,"Mon-Thu",0,"3"
213,72,4.1,"Mon-Thu",0,"4"
241,73,5.1,"Fri",0,"5"
286,75,8.9,"Sat",0,"6"
239,75,5.1,"Sun",0,"7"
235,75,8.9,"Mon-Thu",0,"1"
250,75,7,"Mon-Thu",0,"2"
272,68,8,"Mon-Thu",0,"3"
308,68,9.9,"Mon-Thu",0,"4"
294,68,7,"Fri",0,"5"
236,73.9,8.9,"Sat",0,"6"
214,73.9,7,"Sun",0,"7"
201,69.1,13,"Mon-Thu",0,"1"
283,66,9.9,"Mon-Thu",0,"2"
294,59,9.9,"Mon-Thu",0,"3"
257,59,9.9,"Mon-Thu",0,"4"
236,66,7,"Fri",0,"5"
241,71.1,5.1,"Sat",0,"6"
237,73,4.1,"Sun",0,"7"
255,79,5.1,"Mon-Thu",0,"1"
247,81,5.1,"Mon-Thu",0,"2"
259,81,4.1,"Mon-Thu",0,"3"
234,75,8.9,"Mon-Thu",0,"4"
275,69.1,6,"Fri",0,"5"
240,64,12,"Sat",0,"6"
241,64,9.9,"Sun",0,"7"
286,61,5.1,"Mon-Thu",0,"1"
236,63,7,"Mon-Thu",0,"2"
204,75.9,7,"Mon-Thu",0,"3"
282,81,6,"Mon-Thu",0,"4"
270,81,11.1,"Fri",0,"5"
217,79,8,"Sat",0,"6"
235,60.1,9.9,"Sun",0,"7"
217,57,7,"Mon-Thu",0,"1"
203,73,7,"Mon-Thu",0,"2"
268,80.1,7,"Mon-Thu",0,"3"
205,80.1,8,"Mon-Thu",0,"4"
250,73,8,"Fri",0,"5"
205,69.1,11.1,"Sat",0,"6"
195,57.9,8,"Sun",0,"7"
147,57.9,10.1455621301775,"Mon-Thu",0,"1"
